84;0;0;Inf;26214.1350123;43697.3341712;12397.4057549;312.19998498;520.333308301;170.70051337;NaN;6.7824450989e-06;0.00529369814502;2
84;0;0;Inf;26214.1350123;43697.3341712;12397.4057549;312.19998498;520.333308301;170.70051337;NaN;6.7824450989e-06;0.00529369814502;3
89;0;0;Inf;27775.1349372;46299.0007127;12415.4570241;312.19998498;520.333308301;175.707454668;NaN;7.2092852045e-06;0.00562684683141;2
89;0;0;Inf;27775.1349372;46299.0007127;12415.4570241;312.19998498;520.333308301;175.707454668;NaN;7.2092852045e-06;0.00562684683141;3
94;0;0;Inf;29336.1348621;48900.6672542;12432.5213797;312.19998498;520.333308301;180.575618473;NaN;7.63340340222e-06;0.00595787106881;2
94;0;0;Inf;29336.1348621;48900.6672542;12432.5213797;312.19998498;520.333308301;180.575618473;NaN;7.63340340222e-06;0.00595787106881;3
99;0;0;Inf;30897.134787;51502.3337957;12448.7011651;312.19998498;520.333308301;185.315941969;NaN;8.05468044675e-06;0.00628667778625;2
99;0;0;Inf;30897.134787;51502.3337957;12448.7011651;312.19998498;520.333308301;185.315941969;NaN;8.05468044675e-06;0.00628667778625;3
104;0;0;Inf;32458.1347119;54104.0003372;12464.0835859;312.19998498;520.333308301;189.937997012;NaN;8.47302736768e-06;0.00661319754232;2
104;0;0;Inf;32458.1347119;54104.0003372;12464.0835859;312.19998498;520.333308301;189.937997012;NaN;8.47302736768e-06;0.00661319754232;3
109;0;0;Inf;34019.1346368;56705.6668787;12478.7435553;312.19998498;520.333308301;194.450217459;NaN;8.88837968616e-06;0.0069373800113;2
109;0;0;Inf;34019.1346368;56705.6668787;12478.7435553;312.19998498;520.333308301;194.450217459;NaN;8.88837968616e-06;0.0069373800113;3
114;0;0;Inf;35580.1345617;59307.3334202;12492.7459014;312.19998498;520.333308301;198.860080033;NaN;9.3006928198e-06;0.00725919039662;2
114;0;0;Inf;35580.1345617;59307.3334202;12492.7459014;312.19998498;520.333308301;198.860080033;NaN;9.3006928198e-06;0.00725919039662;3
119;0;0;Inf;37141.1344866;61908.9999617;12506.1470997;312.19998498;520.333308301;203.174249825;NaN;9.70993840336e-06;0.00757860655923;2
119;0;0;Inf;37141.1344866;61908.9999617;12506.1470997;312.19998498;520.333308301;203.174249825;NaN;9.70993840336e-06;0.00757860655923;3
124;0;0;Inf;38702.1344115;64510.6665032;12518.9966493;312.19998498;520.333308301;207.398698532;NaN;1.01161013227e-05;0.0078956167025;2
124;0;0;Inf;38702.1344115;64510.6665032;12518.9966493;312.19998498;520.333308301;207.398698532;NaN;1.01161013227e-05;0.0078956167025;3
129;0;0;Inf;40263.1343364;67112.3330447;12531.3381765;312.19998498;520.333308301;211.538801438;NaN;1.05191773085e-05;0.00821021749432;2
129;0;0;Inf;40263.1343364;67112.3330447;12531.3381765;312.19998498;520.333308301;211.538801438;NaN;1.05191773085e-05;0.00821021749432;3
134;0;0;Inf;41824.1342613;69713.9995862;12543.2103289;312.19998498;520.333308301;215.599417613;NaN;1.0919170974e-05;0.00852241253523;2
134;0;0;Inf;41824.1342613;69713.9995862;12543.2103289;312.19998498;520.333308301;215.599417613;NaN;1.0919170974e-05;0.00852241253523;3
