,dwnstrm [Ambient],,
,CO2,,,
04/04/17 13:55:55.781,"889",,
04/04/17 13:56:00.781,"886",,
04/04/17 13:56:05.781,"870",,
04/04/17 13:56:10.781,"881",,
04/04/17 13:56:15.781,"892",,
04/04/17 13:56:20.781,"886",,
04/04/17 13:56:25.781,"892",,
04/04/17 13:56:30.781,"865",,
04/04/17 13:56:35.781,"848",,
04/04/17 13:56:40.781,"867",,
04/04/17 13:56:45.781,"862",,
04/04/17 13:56:50.781,"854",,
04/04/17 13:56:55.781,"843",,
04/04/17 13:57:00.781,"845",,
04/04/17 13:57:05.781,"843",,
04/04/17 13:57:10.781,"829",,
04/04/17 13:57:15.781,"826",,
04/04/17 13:57:20.781,"835",,
04/04/17 13:57:25.781,"832",,
04/04/17 13:57:30.781,"826",,
04/04/17 13:57:35.781,"824",,
04/04/17 13:57:40.781,"788",,
04/04/17 13:57:45.781,"806",,
04/04/17 13:57:50.782,"788",,
04/04/17 13:57:55.781,"798",,
04/04/17 13:57:55.781,"798",,
04/04/17 13:58:00.781,"806",,
04/04/17 13:58:05.781,"791",,
04/04/17 13:58:10.782,"806",,
04/04/17 13:58:15.781,"821",,
04/04/17 13:58:20.781,"826",,
04/04/17 13:58:25.781,"840",,
04/04/17 13:58:30.781,"821",,
04/04/17 13:58:35.781,"791",,
04/04/17 13:58:40.781,"788",,
04/04/17 13:58:45.781,"791",,
04/04/17 13:58:50.781,"783",,
04/04/17 13:58:55.782,"793",,
04/04/17 13:59:00.781,"778",,
04/04/17 13:59:05.781,"768",,
04/04/17 13:59:10.782,"798",,
04/04/17 13:59:15.781,"796",,
04/04/17 13:59:20.781,"791",,
04/04/17 13:59:25.781,"773",,
04/04/17 13:59:30.781,"788",,
04/04/17 13:59:35.781,"783",,
04/04/17 13:59:40.781,"768",,
04/04/17 13:59:45.781,"773",,
04/04/17 13:59:50.781,"768",,
04/04/17 13:59:55.781,"760",,
04/04/17 14:00:00.781,"758",,
04/04/17 14:00:05.781,"753",,
04/04/17 14:00:10.781,"750",,
04/04/17 14:00:15.781,"748",,
04/04/17 14:00:20.781,"776",,
04/04/17 14:00:25.781,"833",,
04/04/17 14:00:30.781,"931",,
04/04/17 14:00:35.781,"1028",,
04/04/17 14:00:40.781,"1139",,
04/04/17 14:00:45.781,"1234",,
04/04/17 14:00:50.781,"1315",,
04/04/17 14:00:55.781,"1368",,
04/04/17 14:01:00.781,"1443",,
04/04/17 14:01:05.782,"1489",,
04/04/17 14:01:10.781,"1534",,
04/04/17 14:01:15.781,"1575",,
04/04/17 14:01:20.781,"1600",,
04/04/17 14:01:25.781,"1625",,
04/04/17 14:01:30.781,"1663",,
04/04/17 14:01:35.781,"1663",,
04/04/17 14:01:40.781,"1689",,
04/04/17 14:01:45.781,"1719",,
04/04/17 14:01:50.782,"1745",,
04/04/17 14:01:55.781,"1745",,
04/04/17 14:02:00.781,"1784",,
04/04/17 14:02:05.781,"1788",,
04/04/17 14:02:10.781,"1788",,
04/04/17 14:03:35.781,"1847",,
04/04/17 14:03:40.782,"1843",,
04/04/17 14:03:45.781,"1808",,
04/04/17 14:03:50.781,"1800",,
04/04/17 14:03:55.781,"1828",,
04/04/17 14:04:00.782,"1839",,
04/04/17 14:04:05.781,"1839",,
04/04/17 14:04:10.781,"1847",,
04/04/17 14:04:15.781,"1855",,
04/04/17 14:04:20.781,"1882",,
04/04/17 14:04:25.781,"1851",,
04/04/17 14:04:30.781,"1824",,
04/04/17 14:04:35.781,"1831",,
04/04/17 14:04:40.781,"1828",,
04/04/17 14:04:45.782,"1828",,
04/04/17 14:04:50.781,"1859",,
04/04/17 14:04:55.781,"1866",,
04/04/17 14:05:00.781,"1862",,
04/04/17 14:05:05.781,"1847",,
04/04/17 14:05:10.781,"1862",,
04/04/17 14:05:15.781,"1847",,
04/04/17 14:05:20.781,"1843",,
04/04/17 14:05:25.781,"1831",,
04/04/17 14:05:30.781,"1839",,
04/04/17 14:05:35.781,"1855",,
04/04/17 14:05:40.781,"1847",,
04/04/17 14:05:45.782,"1855",,
04/04/17 14:05:50.782,"1859",,
04/04/17 14:05:55.781,"1886",,
04/04/17 14:06:00.782,"1906",,
04/04/17 14:06:05.782,"1906",,
04/04/17 14:06:10.781,"1918",,
04/04/17 14:06:15.781,"1890",,
04/04/17 14:06:20.781,"1890",,
04/04/17 14:06:25.781,"1910",,
04/04/17 14:06:25.781,"1910",,
04/04/17 14:06:30.781,"1918",,
04/04/17 14:06:35.781,"1918",,
04/04/17 14:06:40.781,"1894",,
04/04/17 14:06:45.781,"1882",,
04/04/17 14:06:50.782,"1874",,
04/04/17 14:06:55.781,"1906",,
04/04/17 14:07:00.782,"1926",,
04/04/17 14:07:05.781,"1890",,
04/04/17 14:07:10.781,"1886",,
04/04/17 14:07:15.781,"1902",,
04/04/17 14:07:20.781,"1922",,
04/04/17 14:07:25.781,"1926",,
04/04/17 14:07:30.781,"1902",,
04/04/17 14:07:35.781,"1918",,
04/04/17 14:07:40.781,"1914",,
04/04/17 14:07:45.781,"1887",,
04/04/17 14:07:50.782,"1915",,
04/04/17 14:07:55.782,"1899",,
04/04/17 14:08:00.781,"1911",,
04/04/17 14:08:05.781,"1879",,
04/04/17 14:08:10.781,"1895",,
04/04/17 14:08:15.781,"1871",,
04/04/17 14:08:20.781,"1863",,
04/04/17 14:08:25.781,"1867",,
04/04/17 14:08:30.782,"1887",,
04/04/17 14:08:35.781,"1883",,
04/04/17 14:08:40.781,"1863",,
04/04/17 14:08:45.781,"1895",,
04/04/17 14:08:50.781,"1871",,
04/04/17 14:08:55.781,"1867",,
04/04/17 14:09:00.782,"1867",,
04/04/17 14:09:05.781,"1883",,
04/04/17 14:09:10.781,"1863",,
04/04/17 14:09:15.781,"1829",,
04/04/17 14:09:20.781,"1805",,
04/04/17 14:09:25.781,"1786",,
04/04/17 14:09:30.782,"1774",,
04/04/17 14:09:35.782,"1801",,
04/04/17 14:09:40.781,"1805",,
04/04/17 14:09:45.781,"1782",,
04/04/17 14:09:50.781,"1782",,
04/04/17 14:09:55.782,"1786",,
04/04/17 14:10:00.781,"1763",,
04/04/17 14:10:05.781,"1755",,
04/04/17 14:10:10.781,"1763",,
04/04/17 14:10:15.782,"1767",,
04/04/17 14:10:20.781,"1774",,
04/04/17 14:10:25.782,"1786",,
04/04/17 14:10:30.781,"1770",,
04/04/17 14:10:35.781,"1774",,
04/04/17 14:10:40.781,"1778",,
04/04/17 14:10:40.781,"1778",,
04/04/17 14:10:45.781,"1798",,
04/04/17 14:10:50.781,"1767",,
04/04/17 14:10:55.782,"1774",,
04/04/17 14:11:00.781,"1809",,
04/04/17 14:11:05.781,"1821",,
04/04/17 14:11:10.782,"1813",,
04/04/17 14:11:15.781,"1832",,
04/04/17 14:11:20.781,"1844",,
04/04/17 14:11:25.781,"1836",,
04/04/17 14:11:30.781,"1863",,
04/04/17 14:11:35.781,"1895",,
04/04/17 14:11:40.782,"1860",,
04/04/17 14:11:45.781,"1836",,
04/04/17 14:11:50.781,"1821",,
04/04/17 14:11:55.781,"1809",,
04/04/17 14:12:00.782,"1829",,
04/04/17 14:12:05.781,"1840",,
04/04/17 14:12:10.781,"1844",,
04/04/17 14:12:15.782,"1911",,
04/04/17 14:12:20.781,"1972",,
04/04/17 14:12:25.781,"2037",,
04/04/17 14:12:30.782,"2095",,
04/04/17 14:12:35.782,"2140",,
04/04/17 14:12:40.781,"2158",,
04/04/17 14:12:45.781,"2205",,
04/04/17 14:12:50.781,"2270",,
04/04/17 14:12:55.782,"2261",,
04/04/17 14:13:00.781,"2274",,
04/04/17 14:13:05.782,"2248",,
04/04/17 14:13:10.781,"2252",,
04/04/17 14:13:15.781,"2292",,
04/04/17 14:13:20.781,"2301",,
04/04/17 14:13:25.783,"2287",,
04/04/17 14:13:30.781,"2274",,
04/04/17 14:13:35.781,"2278",,
04/04/17 14:13:40.782,"2274",,
04/04/17 14:13:45.781,"2283",,
04/04/17 14:13:50.781,"2278",,
04/04/17 14:13:55.782,"2270",,
04/04/17 14:14:00.781,"2296",,
04/04/17 14:14:05.781,"2310",,
04/04/17 14:14:10.782,"2332",,
04/04/17 14:14:15.781,"2310",,
04/04/17 14:14:20.781,"2310",,
04/04/17 14:14:25.781,"2305",,
04/04/17 14:14:30.782,"2292",,
04/04/17 14:14:35.782,"2252",,
04/04/17 14:14:40.781,"2222",,
04/04/17 14:14:45.781,"2218",,
04/04/17 14:14:50.781,"2136",,
04/04/17 14:14:55.781,"2115",,
04/04/17 14:14:55.781,"2115",,
04/04/17 14:15:00.782,"2095",,
04/04/17 14:15:05.782,"2054",,
04/04/17 14:15:10.781,"2037",,
04/04/17 14:15:15.781,"2041",,
04/04/17 14:15:20.782,"2004",,
04/04/17 14:15:25.781,"1988",,
04/04/17 14:15:30.782,"2000",,
04/04/17 14:15:35.781,"1972",,
04/04/17 14:15:40.781,"1976",,
04/04/17 14:15:45.781,"1935",,
04/04/17 14:15:50.781,"1935",,
04/04/17 14:15:55.781,"1915",,
04/04/17 14:16:00.781,"1935",,
04/04/17 14:16:05.781,"1935",,
04/04/17 14:16:10.781,"1940",,
04/04/17 14:16:15.782,"1952",,
04/04/17 14:16:20.782,"1956",,
04/04/17 14:16:25.781,"1972",,
04/04/17 14:16:30.781,"1955",,
04/04/17 14:16:35.781,"1971",,
04/04/17 14:16:40.782,"1979",,
04/04/17 14:16:45.781,"1951",,
04/04/17 14:16:50.781,"1951",,
04/04/17 14:16:55.781,"1963",,
04/04/17 14:17:00.781,"1971",,
04/04/17 14:17:05.782,"1963",,
04/04/17 14:17:10.781,"1971",,
04/04/17 14:17:15.781,"1987",,
04/04/17 14:17:20.781,"1951",,
04/04/17 14:17:25.781,"1943",,
04/04/17 14:17:30.781,"1963",,
04/04/17 14:17:35.781,"1975",,
04/04/17 14:17:40.781,"1983",,
04/04/17 14:17:45.781,"2011",,
04/04/17 14:17:50.782,"2007",,
04/04/17 14:17:55.781,"2003",,
04/04/17 14:18:00.781,"2015",,
04/04/17 14:18:05.781,"2015",,
04/04/17 14:18:10.781,"1991",,
04/04/17 14:18:15.781,"2011",,
04/04/17 14:18:20.782,"2036",,
04/04/17 14:18:25.781,"2036",,
04/04/17 14:18:30.782,"2048",,
04/04/17 14:18:35.781,"2073",,
04/04/17 14:18:40.781,"2036",,
04/04/17 14:18:45.782,"2007",,
04/04/17 14:18:50.781,"2028",,
04/04/17 14:18:55.782,"1991",,
04/04/17 14:19:00.781,"2048",,
04/04/17 14:19:05.781,"2061",,
04/04/17 14:19:10.781,"2048",,
04/04/17 14:19:10.781,"2048",,
04/04/17 14:19:15.782,"2011",,
04/04/17 14:19:20.781,"2007",,
04/04/17 14:19:25.781,"1979",,
04/04/17 14:19:30.782,"1987",,
04/04/17 14:19:35.781,"1959",,
04/04/17 14:19:40.781,"1959",,
04/04/17 14:19:45.782,"1963",,
04/04/17 14:19:50.781,"1951",,
04/04/17 14:19:55.781,"1951",,
04/04/17 14:20:00.782,"1955",,
04/04/17 14:20:05.782,"1971",,
04/04/17 14:20:10.782,"1995",,
04/04/17 14:20:15.781,"2003",,
04/04/17 14:20:20.781,"2031",,
04/04/17 14:20:25.782,"2027",,
04/04/17 14:20:30.781,"1958",,
04/04/17 14:20:35.781,"1978",,
04/04/17 14:20:40.782,"2019",,
04/04/17 14:20:45.781,"2039",,
04/04/17 14:20:50.781,"2052",,
04/04/17 14:20:55.781,"2056",,
04/04/17 14:21:00.781,"2056",,
04/04/17 14:21:05.781,"2056",,
04/04/17 14:21:10.781,"2035",,
04/04/17 14:21:15.781,"2064",,
04/04/17 14:21:20.782,"2072",,
04/04/17 14:21:25.781,"2056",,
04/04/17 14:21:30.782,"2039",,
04/04/17 14:21:35.781,"2031",,
04/04/17 14:21:40.781,"1982",,
04/04/17 14:21:45.782,"2047",,
04/04/17 14:21:50.781,"2023",,
04/04/17 14:21:55.781,"2027",,
04/04/17 14:22:00.781,"2031",,
04/04/17 14:22:05.782,"2031",,
04/04/17 14:22:10.782,"2039",,
04/04/17 14:22:15.782,"2035",,
04/04/17 14:22:20.782,"2043",,
04/04/17 14:22:25.781,"2047",,
04/04/17 14:22:30.781,"2068",,
04/04/17 14:22:35.781,"2089",,
04/04/17 14:22:40.781,"2060",,
04/04/17 14:22:45.781,"2052",,
04/04/17 14:22:50.781,"2073",,
04/04/17 14:22:55.781,"2089",,
04/04/17 14:23:00.781,"2061",,
04/04/17 14:23:05.781,"2069",,
04/04/17 14:23:10.781,"2032",,
04/04/17 14:23:15.781,"2024",,
04/04/17 14:23:20.782,"2015",,
04/04/17 14:23:25.782,"2032",,
04/04/17 14:23:25.782,"2032",,
04/04/17 14:23:30.781,"2090",,
04/04/17 14:23:35.782,"2102",,
04/04/17 14:23:40.781,"2069",,
04/04/17 14:23:45.781,"2090",,
04/04/17 14:23:50.782,"2081",,
04/04/17 14:23:55.781,"2081",,
04/04/17 14:24:00.781,"2081",,
04/04/17 14:24:05.781,"2094",,
04/04/17 14:24:10.781,"2086",,
04/04/17 14:24:15.781,"2069",,
04/04/17 14:24:20.782,"2044",,
04/04/17 14:24:25.781,"2081",,
04/04/17 14:24:30.782,"2094",,
04/04/17 14:24:35.782,"2086",,
04/04/17 14:24:40.781,"2102",,
04/04/17 14:24:45.781,"2098",,
04/04/17 14:24:50.782,"2110",,
04/04/17 14:24:55.782,"2106",,
04/04/17 14:25:00.781,"2077",,
04/04/17 14:25:05.781,"2102",,
04/04/17 14:25:10.781,"2127",,
04/04/17 14:25:15.781,"2127",,
04/04/17 14:25:20.781,"2102",,
04/04/17 14:25:25.781,"2102",,
04/04/17 14:25:30.782,"2119",,
04/04/17 14:25:35.781,"2135",,
04/04/17 14:25:40.781,"2094",,
04/04/17 14:25:45.781,"2090",,
04/04/17 14:25:50.781,"2086",,
04/04/17 14:25:55.782,"2086",,
04/04/17 14:26:00.781,"2098",,
04/04/17 14:26:05.781,"2123",,
04/04/17 14:26:10.781,"2086",,
04/04/17 14:26:15.781,"2114",,
04/04/17 14:26:20.781,"2114",,
04/04/17 14:26:25.781,"2135",,
04/04/17 14:26:30.782,"2119",,
04/04/17 14:26:35.781,"2110",,
04/04/17 14:26:40.781,"2114",,
04/04/17 14:26:45.782,"2135",,
04/04/17 14:26:50.781,"2119",,
04/04/17 14:26:55.782,"2119",,
04/04/17 14:27:00.781,"2114",,
04/04/17 14:27:05.782,"2114",,
04/04/17 14:27:10.781,"2102",,
04/04/17 14:27:15.781,"2110",,
04/04/17 14:27:20.782,"2135",,
04/04/17 14:27:25.781,"2131",,
04/04/17 14:27:30.781,"2144",,
04/04/17 14:27:35.783,"2139",,
04/04/17 14:27:40.781,"2114",,
04/04/17 14:27:40.781,"2114",,
04/04/17 14:27:45.781,"2074",,
04/04/17 14:27:50.781,"2091",,
04/04/17 14:27:55.781,"2070",,
04/04/17 14:28:00.782,"2095",,
04/04/17 14:28:05.781,"2082",,
04/04/17 14:28:10.782,"2107",,
04/04/17 14:28:15.781,"2120",,
04/04/17 14:28:20.781,"2136",,
04/04/17 14:28:25.782,"2158",,
04/04/17 14:28:30.781,"2162",,
04/04/17 14:28:35.781,"2145",,
04/04/17 14:28:40.781,"2140",,
04/04/17 14:28:45.781,"2124",,
04/04/17 14:28:50.782,"2120",,
04/04/17 14:28:55.781,"2128",,
04/04/17 14:29:00.781,"2107",,
04/04/17 14:29:05.781,"2103",,
04/04/17 14:29:10.782,"2107",,
04/04/17 14:29:15.781,"2115",,
04/04/17 14:29:20.781,"2095",,
04/04/17 14:29:25.782,"2107",,
04/04/17 14:29:30.781,"2136",,
04/04/17 14:29:35.781,"2128",,
04/04/17 14:29:40.781,"2136",,
04/04/17 14:29:45.781,"2124",,
04/04/17 14:29:50.781,"2124",,
04/04/17 14:29:55.782,"2120",,
04/04/17 14:30:00.781,"2111",,
04/04/17 14:30:05.781,"2099",,
04/04/17 14:30:10.781,"2136",,
04/04/17 14:30:15.782,"2132",,
04/04/17 14:30:20.781,"2145",,
04/04/17 14:30:25.781,"2158",,
04/04/17 14:30:30.781,"2162",,
04/04/17 14:30:35.782,"2154",,
04/04/17 14:30:40.781,"2104",,
04/04/17 14:30:45.781,"2116",,
04/04/17 14:30:50.781,"2125",,
04/04/17 14:30:55.781,"2112",,
04/04/17 14:31:00.781,"2125",,
04/04/17 14:31:05.781,"2116",,
04/04/17 14:31:10.781,"2108",,
04/04/17 14:31:15.781,"2146",,
04/04/17 14:31:20.781,"2172",,
04/04/17 14:31:25.781,"2133",,
04/04/17 14:31:30.781,"2146",,
04/04/17 14:31:35.781,"2133",,
04/04/17 14:31:40.782,"2112",,
04/04/17 14:31:45.782,"2133",,
04/04/17 14:31:50.781,"2133",,
04/04/17 14:31:55.781,"2108",,
04/04/17 14:32:50.781,"1625",,
04/04/17 14:32:55.781,"1537",,
04/04/17 14:33:00.781,"1456",,
04/04/17 14:33:05.781,"1327",,
04/04/17 14:33:10.782,"1217",,
04/04/17 14:33:15.781,"1151",,
04/04/17 14:33:20.781,"1057",,
04/04/17 14:33:25.781,"981",,
04/04/17 14:33:30.782,"896",,
04/04/17 14:33:35.781,"856",,
04/04/17 14:33:40.782,"793",,
04/04/17 14:33:45.782,"747",,
04/04/17 14:33:50.782,"680",,
04/04/17 14:33:55.781,"642",,
04/04/17 14:34:00.781,"604",,
04/04/17 14:34:05.781,"561",,
04/04/17 14:34:10.781,"541",,
04/04/17 14:34:15.781,"502",,
04/04/17 14:34:20.781,"485",,
04/04/17 14:34:25.782,"464",,
04/04/17 14:34:30.782,"433",,
04/04/17 14:34:35.782,"425",,
04/04/17 14:34:40.781,"415",,
04/04/17 14:34:45.781,"397",,
04/04/17 14:34:50.781,"381",,
04/04/17 14:34:55.781,"357",,
04/04/17 14:35:00.782,"351",,
04/04/17 14:35:05.781,"336",,
04/04/17 14:35:10.782,"313",,
04/04/17 14:35:15.781,"319",,
04/04/17 14:35:20.781,"317",,
04/04/17 14:35:25.782,"315",,
04/04/17 14:35:30.782,"300",,
04/04/17 14:35:35.782,"287",,
04/04/17 14:35:40.781,"297",,
04/04/17 14:35:45.781,"291",,
04/04/17 14:35:50.781,"276",,
04/04/17 14:35:55.781,"271",,
04/04/17 14:36:00.781,"255",,
04/04/17 14:36:05.781,"255",,
04/04/17 14:36:10.781,"246",,
04/04/17 14:37:25.781,"207",,
04/04/17 14:37:30.781,"217",,
04/04/17 14:37:35.781,"210",,
04/04/17 14:37:40.781,"203",,
04/04/17 14:37:45.781,"198",,
04/04/17 14:37:50.781,"191",,
04/04/17 14:37:55.781,"189",,
04/04/17 14:38:00.781,"196",,
04/04/17 14:38:05.782,"201",,
04/04/17 14:38:10.781,"198",,
04/04/17 14:38:15.781,"184",,
04/04/17 14:38:20.781,"184",,
04/04/17 14:38:25.781,"184",,
04/04/17 14:38:30.781,"186",,
04/04/17 14:38:35.782,"186",,
04/04/17 14:38:40.782,"195",,
04/04/17 14:38:45.781,"179",,
04/04/17 14:38:50.781,"176",,
04/04/17 14:38:55.782,"177",,
04/04/17 14:39:00.781,"176",,
04/04/17 14:39:05.781,"191",,
04/04/17 14:39:10.781,"198",,
04/04/17 14:39:11.426,"208",,
