,dwnstrm [Ambient],,
,CO2,,,
04/05/17 11:00:47.069,"2922",,
04/05/17 11:00:52.069,"2953",,
04/05/17 11:00:57.068,"2942",,
04/05/17 11:01:02.069,"2998",,
04/05/17 11:01:02.069,"2998",,
04/05/17 11:01:07.069,"3008",,
04/05/17 11:01:12.069,"2968",,
04/05/17 11:01:17.069,"2953",,
04/05/17 11:01:22.069,"2942",,
04/05/17 11:01:27.069,"2973",,
04/05/17 11:01:32.068,"2963",,
04/05/17 11:01:37.069,"2968",,
04/05/17 11:01:42.069,"2953",,
04/05/17 11:01:47.069,"2973",,
04/05/17 11:01:52.070,"2973",,
04/05/17 11:01:57.069,"3028",,
04/05/17 11:02:02.069,"3003",,
04/05/17 11:02:07.068,"3003",,
04/05/17 11:02:12.069,"2983",,
04/05/17 11:02:17.069,"2968",,
04/05/17 11:02:22.069,"2968",,
04/05/17 11:02:27.069,"3013",,
04/05/17 11:02:32.069,"2983",,
04/05/17 11:02:37.069,"2953",,
04/05/17 11:02:42.068,"2993",,
04/05/17 11:02:47.069,"3028",,
04/05/17 11:02:52.069,"2978",,
04/05/17 11:02:57.069,"2968",,
04/05/17 11:03:02.069,"3003",,
04/05/17 11:03:07.069,"2973",,
04/05/17 11:03:12.069,"2932",,
04/05/17 11:03:17.068,"2872",,
04/05/17 11:03:22.069,"2750",,
04/05/17 11:03:27.069,"2659",,
04/05/17 11:03:32.068,"2551",,
04/05/17 11:03:37.069,"2413",,
04/05/17 11:03:42.069,"2333",,
04/05/17 11:03:47.069,"2211",,
04/05/17 11:03:52.068,"2142",,
04/05/17 11:03:57.069,"2042",,
04/05/17 11:04:02.069,"1950",,
04/05/17 11:04:07.068,"1909",,
04/05/17 11:04:12.069,"1842",,
04/05/17 11:04:17.069,"1745",,
04/05/17 11:04:22.069,"1712",,
04/05/17 11:04:27.068,"1674",,
04/05/17 11:04:32.069,"1637",,
04/05/17 11:04:37.069,"1625",,
04/05/17 11:04:42.068,"1592",,
04/05/17 11:04:47.069,"1556",,
04/05/17 11:04:52.069,"1527",,
04/05/17 11:04:57.069,"1505",,
04/05/17 11:05:02.068,"1491",,
04/05/17 11:05:07.069,"1453",,
04/05/17 11:05:12.069,"1425",,
04/05/17 11:05:17.068,"1398",,
04/05/17 11:05:57.069,"1341",,
04/05/17 11:06:02.069,"1318",,
04/05/17 11:06:07.069,"1302",,
04/05/17 11:06:12.068,"1276",,
04/05/17 11:06:17.069,"1256",,
04/05/17 11:06:22.069,"1269",,
04/05/17 11:06:27.068,"1253",,
04/05/17 11:06:32.069,"1244",,
04/05/17 11:06:37.069,"1266",,
04/05/17 11:06:42.069,"1266",,
04/05/17 11:06:47.069,"1276",,
04/05/17 11:06:52.069,"1276",,
04/05/17 11:06:57.069,"1285",,
04/05/17 11:07:02.068,"1269",,
04/05/17 11:07:07.069,"1263",,
04/05/17 11:07:12.069,"1282",,
04/05/17 11:07:17.069,"1269",,
04/05/17 11:07:22.069,"1256",,
04/05/17 11:07:27.069,"1247",,
04/05/17 11:07:32.069,"1253",,
04/05/17 11:07:37.068,"1263",,
04/05/17 11:07:42.069,"1250",,
04/05/17 11:07:47.069,"1250",,
04/05/17 11:07:52.069,"1247",,
04/05/17 11:07:57.069,"1256",,
04/05/17 11:08:02.069,"1244",,
04/05/17 11:08:07.069,"1244",,
04/05/17 11:08:12.068,"1237",,
04/05/17 11:08:17.069,"1234",,
04/05/17 11:08:22.069,"1234",,
04/05/17 11:08:27.069,"1253",,
04/05/17 11:08:32.069,"1260",,
04/05/17 11:08:37.069,"1227",,
04/05/17 11:08:42.069,"1247",,
04/05/17 11:08:47.068,"1263",,
04/05/17 11:08:52.069,"1276",,
04/05/17 11:08:57.069,"1292",,
04/05/17 11:09:02.069,"1293",,
04/05/17 11:09:07.069,"1303",,
04/05/17 11:09:12.069,"1346",,
04/05/17 11:09:17.069,"1376",,
04/05/17 11:09:22.068,"1372",,
04/05/17 11:09:27.069,"1412",,
04/05/17 11:09:32.069,"1440",,
04/05/17 11:09:32.069,"1440",,
04/05/17 11:09:37.068,"1448",,
04/05/17 11:09:42.069,"1483",,
04/05/17 11:09:47.069,"1536",,
04/05/17 11:09:52.069,"1547",,
04/05/17 11:09:57.068,"1583",,
04/05/17 11:10:02.069,"1656",,
04/05/17 11:10:07.069,"1665",,
04/05/17 11:10:12.068,"1699",,
04/05/17 11:10:17.069,"1732",,
04/05/17 11:10:22.069,"1744",,
04/05/17 11:10:27.069,"1747",,
04/05/17 11:10:32.068,"1790",,
04/05/17 11:10:37.069,"1840",,
04/05/17 11:10:42.069,"1852",,
04/05/17 11:10:47.068,"1867",,
04/05/17 11:10:52.069,"1844",,
04/05/17 11:10:57.069,"1852",,
04/05/17 11:11:02.069,"1887",,
04/05/17 11:11:07.068,"1895",,
04/05/17 11:11:12.069,"1940",,
04/05/17 11:11:17.069,"1952",,
04/05/17 11:11:22.068,"1968",,
04/05/17 11:11:27.069,"1948",,
04/05/17 11:11:32.069,"1923",,
04/05/17 11:11:37.069,"1923",,
04/05/17 11:11:42.068,"1903",,
04/05/17 11:11:47.069,"1903",,
04/05/17 11:11:52.069,"1867",,
04/05/17 11:11:57.068,"1883",,
04/05/17 11:12:02.069,"1875",,
04/05/17 11:12:07.069,"1848",,
04/05/17 11:12:12.069,"1801",,
04/05/17 11:12:17.068,"1848",,
04/05/17 11:12:22.069,"1790",,
04/05/17 11:12:27.069,"1767",,
04/05/17 11:12:32.068,"1786",,
04/05/17 11:12:37.069,"1798",,
04/05/17 11:12:42.069,"1767",,
04/05/17 11:12:47.069,"1751",,
04/05/17 11:12:52.068,"1740",,
04/05/17 11:12:57.069,"1721",,
04/05/17 11:13:02.069,"1672",,
04/05/17 11:13:07.068,"1665",,
04/05/17 11:13:12.069,"1676",,
04/05/17 11:13:17.069,"1624",,
04/05/17 11:13:22.069,"1627",,
04/05/17 11:13:27.069,"1624",,
04/05/17 11:13:32.069,"1620",,
04/05/17 11:13:37.069,"1594",,
04/05/17 11:13:42.068,"1558",,
04/05/17 11:13:47.069,"1551",,
04/05/17 11:16:47.069,"1383",,
04/05/17 11:16:52.068,"1350",,
04/05/17 11:16:57.069,"1350",,
04/05/17 11:17:02.069,"1360",,
04/05/17 11:17:07.069,"1343",,
04/05/17 11:17:12.068,"1350",,
04/05/17 11:17:17.069,"1373",,
04/05/17 11:17:22.069,"1370",,
04/05/17 11:17:27.068,"1353",,
04/05/17 11:17:32.069,"1353",,
04/05/17 11:17:37.069,"1353",,
04/05/17 11:17:42.069,"1353",,
04/05/17 11:17:47.068,"1316",,
04/05/17 11:17:52.069,"1309",,
04/05/17 11:17:57.069,"1299",,
04/05/17 11:18:02.068,"1290",,
04/05/17 11:18:02.068,"1290",,
04/05/17 11:18:07.069,"1306",,
04/05/17 11:18:12.069,"1299",,
04/05/17 11:18:17.069,"1280",,
04/05/17 11:18:22.068,"1273",,
04/05/17 11:18:27.069,"1261",,
04/05/17 11:18:32.069,"1254",,
04/05/17 11:18:37.068,"1251",,
04/05/17 11:18:42.069,"1277",,
04/05/17 11:18:47.069,"1280",,
04/05/17 11:18:52.069,"1241",,
04/05/17 11:18:57.069,"1199",,
04/05/17 11:19:02.069,"1216",,
04/05/17 11:19:07.069,"1212",,
04/05/17 11:19:12.068,"1206",,
04/05/17 11:19:17.069,"1165",,
04/05/17 11:19:22.069,"1181",,
04/05/17 11:19:27.069,"1140",,
04/05/17 11:19:32.069,"1150",,
04/05/17 11:19:37.069,"1140",,
04/05/17 11:19:42.069,"1137",,
04/05/17 11:19:47.068,"1100",,
04/05/17 11:19:52.069,"1091",,
04/05/17 11:19:57.069,"1079",,
04/05/17 11:20:02.069,"1076",,
04/05/17 11:20:07.069,"1056",,
04/05/17 11:20:12.071,"1044",,
04/05/17 11:20:17.069,"1079",,
04/05/17 11:20:22.068,"1044",,
04/05/17 11:20:27.069,"1015",,
04/05/17 11:20:32.069,"1018",,
04/05/17 11:20:37.069,"1018",,
04/05/17 11:20:42.069,"1026",,
04/05/17 11:20:47.069,"1015",,
04/05/17 11:20:52.069,"1003",,
04/05/17 11:20:57.068,"986",,
04/05/17 11:21:02.069,"997",,
04/05/17 11:21:07.069,"983",,
04/05/17 11:21:12.069,"986",,
04/05/17 11:21:17.069,"983",,
04/05/17 11:21:22.069,"997",,
04/05/17 11:21:27.069,"986",,
04/05/17 11:21:32.068,"980",,
04/05/17 11:21:37.071,"980",,
04/05/17 11:21:42.069,"957",,
04/05/17 11:21:47.068,"957",,
04/05/17 11:21:52.069,"952",,
04/05/17 11:21:57.069,"940",,
04/05/17 11:22:02.069,"955",,
04/05/17 11:22:07.068,"920",,
04/05/17 11:22:12.069,"909",,
04/05/17 11:22:17.069,"915",,
04/05/17 11:22:27.069,"885",,
04/05/17 11:22:32.069,"866",,
04/05/17 11:22:37.069,"879",,
04/05/17 11:22:42.068,"895",,
04/05/17 11:22:47.069,"893",,
04/05/17 11:22:52.069,"879",,
04/05/17 11:22:57.068,"882",,
04/05/17 11:23:02.069,"866",,
04/05/17 11:23:07.069,"860",,
04/05/17 11:23:12.069,"857",,
04/05/17 11:23:17.068,"852",,
04/05/17 11:23:22.069,"827",,
04/05/17 11:23:27.069,"814",,
04/05/17 11:23:32.068,"809",,
04/05/17 11:23:37.069,"794",,
04/05/17 11:23:42.069,"804",,
04/05/17 11:23:47.069,"807",,
04/05/17 11:23:52.068,"789",,
04/05/17 11:23:57.069,"784",,
04/05/17 11:24:02.069,"766",,
04/05/17 11:24:07.068,"758",,
04/05/17 11:24:12.069,"755",,
04/05/17 11:24:17.069,"761",,
04/05/17 11:24:22.069,"730",,
04/05/17 11:24:27.068,"728",,
04/05/17 11:24:32.069,"743",,
04/05/17 11:24:37.069,"745",,
04/05/17 11:24:42.068,"738",,
04/05/17 11:24:47.069,"728",,
04/05/17 11:24:52.069,"720",,
04/05/17 11:24:57.069,"705",,
04/05/17 11:25:02.068,"713",,
04/05/17 11:25:07.069,"725",,
04/05/17 11:25:12.069,"718",,
04/05/17 11:25:17.068,"713",,
04/05/17 11:25:22.069,"715",,
04/05/17 11:25:27.069,"710",,
04/05/17 11:25:32.069,"713",,
04/05/17 11:25:37.069,"718",,
04/05/17 11:25:42.069,"701",,
04/05/17 11:25:47.069,"708",,
04/05/17 11:25:52.068,"681",,
04/05/17 11:25:57.069,"696",,
04/05/17 11:26:02.069,"686",,
04/05/17 11:26:07.069,"693",,
04/05/17 11:26:12.069,"683",,
04/05/17 11:26:17.069,"698",,
04/05/17 11:26:22.069,"698",,
04/05/17 11:26:27.068,"686",,
04/05/17 11:26:32.069,"683",,
04/05/17 11:26:32.069,"683",,
04/05/17 11:26:37.069,"681",,
04/05/17 11:26:42.069,"673",,
04/05/17 11:26:47.069,"686",,
04/05/17 11:26:52.069,"673",,
04/05/17 11:26:57.069,"671",,
04/05/17 11:27:02.068,"671",,
04/05/17 11:27:07.069,"661",,
04/05/17 11:27:12.069,"654",,
04/05/17 11:27:17.069,"673",,
04/05/17 11:27:22.069,"668",,
04/05/17 11:27:27.069,"663",,
04/05/17 11:27:32.069,"678",,
04/05/17 11:27:37.068,"661",,
04/05/17 11:27:42.069,"652",,
04/05/17 11:27:47.069,"645",,
04/05/17 11:27:52.068,"640",,
04/05/17 11:27:57.069,"645",,
04/05/17 11:28:02.069,"647",,
04/05/17 11:28:07.069,"647",,
04/05/17 11:28:12.068,"645",,
04/05/17 11:28:17.069,"650",,
04/05/17 11:28:22.069,"652",,
04/05/17 11:28:27.068,"656",,
04/05/17 11:28:32.069,"652",,
04/05/17 11:28:37.069,"645",,
04/05/17 11:28:42.069,"631",,
04/05/17 11:28:47.068,"645",,
04/05/17 11:28:52.069,"650",,
04/05/17 11:28:57.069,"650",,
04/05/17 11:29:02.068,"652",,
04/05/17 11:29:07.069,"652",,
04/05/17 11:29:12.069,"650",,
04/05/17 11:29:17.069,"636",,
04/05/17 11:29:22.068,"627",,
04/05/17 11:29:27.069,"638",,
04/05/17 11:29:32.069,"627",,
04/05/17 11:29:37.068,"640",,
04/05/17 11:29:42.069,"640",,
04/05/17 11:29:47.069,"627",,
04/05/17 11:29:52.069,"647",,
04/05/17 11:29:57.068,"631",,
04/05/17 11:30:02.069,"638",,
04/05/17 11:30:07.069,"631",,
04/05/17 11:30:12.068,"634",,
04/05/17 11:30:17.069,"654",,
04/05/17 11:30:22.069,"668",,
04/05/17 11:30:27.069,"654",,
04/05/17 11:30:32.068,"663",,
04/05/17 11:30:37.069,"659",,
04/05/17 11:30:42.069,"652",,
04/05/17 11:30:47.068,"663",,
04/05/17 11:30:47.068,"663",,
04/05/17 11:30:52.069,"691",,
04/05/17 11:30:57.069,"673",,
04/05/17 11:31:02.069,"668",,
04/05/17 11:31:07.068,"681",,
04/05/17 11:31:12.069,"681",,
04/05/17 11:31:17.069,"708",,
04/05/17 11:31:22.068,"698",,
04/05/17 11:31:27.069,"691",,
04/05/17 11:31:32.069,"698",,
04/05/17 11:31:37.069,"703",,
04/05/17 11:31:42.069,"691",,
04/05/17 11:31:47.069,"705",,
04/05/17 11:31:52.069,"701",,
04/05/17 11:31:57.068,"710",,
04/05/17 11:32:02.069,"701",,
04/05/17 11:32:07.069,"730",,
04/05/17 11:32:12.069,"750",,
04/05/17 11:32:17.069,"753",,
04/05/17 11:32:22.069,"773",,
04/05/17 11:32:27.069,"786",,
04/05/17 11:32:32.068,"778",,
04/05/17 11:32:37.069,"778",,
04/05/17 11:32:42.069,"796",,
04/05/17 11:32:47.069,"807",,
04/05/17 11:32:52.069,"822",,
04/05/17 11:32:57.069,"819",,
04/05/17 11:33:02.069,"822",,
04/05/17 11:33:07.068,"836",,
04/05/17 11:33:12.069,"852",,
04/05/17 11:33:17.069,"866",,
04/05/17 11:33:22.069,"885",,
04/05/17 11:33:27.069,"893",,
04/05/17 11:33:32.069,"906",,
04/05/17 11:33:37.069,"920",,
04/05/17 11:33:42.068,"935",,
04/05/17 11:33:47.069,"977",,
04/05/17 11:33:52.069,"1026",,
04/05/17 11:33:57.068,"1021",,
04/05/17 11:34:02.069,"1050",,
04/05/17 11:34:07.069,"1076",,
04/05/17 11:34:12.069,"1131",,
04/05/17 11:34:17.068,"1147",,
04/05/17 11:34:22.069,"1171",,
04/05/17 11:34:27.069,"1199",,
04/05/17 11:34:32.068,"1248",,
04/05/17 11:34:37.069,"1251",,
04/05/17 11:34:42.069,"1273",,
04/05/17 11:34:47.069,"1319",,
04/05/17 11:34:52.068,"1373",,
04/05/17 11:34:57.069,"1406",,
04/05/17 11:35:02.069,"1413",,
04/05/17 11:35:02.069,"1413",,
04/05/17 11:35:07.068,"1431",,
04/05/17 11:35:12.069,"1469",,
04/05/17 11:35:17.069,"1504",,
04/05/17 11:35:22.069,"1521",,
04/05/17 11:35:27.068,"1521",,
04/05/17 11:35:32.069,"1529",,
04/05/17 11:35:37.069,"1536",,
04/05/17 11:35:42.068,"1536",,
04/05/17 11:35:47.069,"1540",,
04/05/17 11:35:52.069,"1562",,
04/05/17 11:35:57.069,"1559",,
04/05/17 11:36:02.068,"1584",,
04/05/17 11:36:07.069,"1581",,
04/05/17 11:36:12.069,"1584",,
04/05/17 11:36:17.068,"1544",,
04/05/17 11:36:22.069,"1588",,
04/05/17 11:36:27.069,"1628",,
04/05/17 11:36:32.069,"1614",,
04/05/17 11:36:37.068,"1599",,
04/05/17 11:36:42.069,"1606",,
04/05/17 11:36:47.069,"1595",,
04/05/17 11:36:52.068,"1595",,
04/05/17 11:36:57.069,"1610",,
04/05/17 11:37:02.069,"1617",,
04/05/17 11:37:07.069,"1617",,
04/05/17 11:37:12.069,"1617",,
04/05/17 11:37:17.069,"1643",,
04/05/17 11:37:22.069,"1662",,
04/05/17 11:37:27.068,"1662",,
04/05/17 11:37:32.069,"1666",,
04/05/17 11:37:37.069,"1700",,
04/05/17 11:37:42.069,"1741",,
04/05/17 11:37:47.069,"1733",,
04/05/17 11:37:52.069,"1741",,
04/05/17 11:37:57.069,"1748",,
04/05/17 11:38:02.068,"1771",,
04/05/17 11:38:07.069,"1810",,
04/05/17 11:38:12.069,"1864",,
04/05/17 11:38:17.069,"1880",,
04/05/17 11:38:22.069,"1912",,
04/05/17 11:38:27.069,"1908",,
04/05/17 11:38:32.069,"1900",,
04/05/17 11:38:37.068,"1908",,
04/05/17 11:38:42.069,"1949",,
04/05/17 11:38:47.069,"1961",,
04/05/17 11:38:52.069,"1961",,
04/05/17 11:38:57.069,"1985",,
04/05/17 11:39:02.069,"1973",,
04/05/17 11:39:07.069,"2034",,
04/05/17 11:39:12.068,"2055",,
04/05/17 11:39:17.069,"2050",,
04/05/17 11:39:17.069,"2050",,
04/05/17 11:39:22.069,"2034",,
04/05/17 11:39:27.069,"2017",,
04/05/17 11:39:32.069,"1993",,
04/05/17 11:39:37.069,"1977",,
04/05/17 11:39:42.069,"1985",,
04/05/17 11:39:47.068,"1977",,
04/05/17 11:39:52.069,"1993",,
04/05/17 11:39:57.069,"1949",,
04/05/17 11:40:02.068,"1936",,
04/05/17 11:40:07.069,"1900",,
04/05/17 11:40:12.069,"1900",,
04/05/17 11:40:17.069,"1864",,
04/05/17 11:40:22.068,"1853",,
04/05/17 11:40:27.069,"1806",,
04/05/17 11:40:32.069,"1787",,
04/05/17 11:40:37.068,"1775",,
04/05/17 11:40:42.069,"1760",,
04/05/17 11:40:47.069,"1722",,
04/05/17 11:40:52.069,"1718",,
04/05/17 11:40:57.068,"1685",,
04/05/17 11:41:02.069,"1651",,
04/05/17 11:41:07.069,"1610",,
04/05/17 11:41:12.068,"1588",,
04/05/17 11:41:17.069,"1574",,
04/05/17 11:41:22.069,"1574",,
04/05/17 11:41:27.069,"1548",,
04/05/17 11:41:32.068,"1505",,
04/05/17 11:41:37.069,"1548",,
04/05/17 11:41:42.069,"1526",,
04/05/17 11:41:47.068,"1501",,
04/05/17 11:41:52.069,"1491",,
04/05/17 11:41:57.069,"1453",,
04/05/17 11:42:02.069,"1418",,
04/05/17 11:42:07.068,"1397",,
04/05/17 11:42:12.069,"1357",,
04/05/17 11:42:17.069,"1367",,
04/05/17 11:42:22.068,"1347",,
04/05/17 11:42:27.069,"1334",,
04/05/17 11:42:32.069,"1320",,
04/05/17 11:42:37.069,"1330",,
04/05/17 11:42:42.068,"1304",,
04/05/17 11:42:47.069,"1297",,
04/05/17 11:42:52.069,"1291",,
04/05/17 11:42:57.068,"1304",,
04/05/17 11:43:02.069,"1281",,
04/05/17 11:43:07.069,"1262",,
04/05/17 11:43:12.069,"1287",,
04/05/17 11:43:17.069,"1287",,
04/05/17 11:43:22.069,"1242",,
04/05/17 11:43:27.069,"1236",,
04/05/17 11:43:32.068,"1239",,
04/05/17 11:43:32.068,"1239",,
04/05/17 11:43:37.069,"1213",,
04/05/17 11:43:42.069,"1226",,
04/05/17 11:43:47.069,"1213",,
04/05/17 11:43:52.069,"1194",,
04/05/17 11:43:57.069,"1182",,
04/05/17 11:44:02.069,"1175",,
04/05/17 11:44:07.068,"1188",,
04/05/17 11:44:12.069,"1179",,
04/05/17 11:44:17.069,"1160",,
04/05/17 11:44:22.069,"1148",,
04/05/17 11:44:27.069,"1135",,
04/05/17 11:44:32.069,"1107",,
04/05/17 11:44:37.069,"1132",,
04/05/17 11:44:42.068,"1141",,
04/05/17 11:44:47.069,"1151",,
04/05/17 11:44:52.069,"1123",,
04/05/17 11:44:57.069,"1117",,
04/05/17 11:45:02.069,"1101",,
04/05/17 11:45:07.069,"1095",,
04/05/17 11:45:12.069,"1098",,
04/05/17 11:45:17.068,"1086",,
04/05/17 11:45:22.069,"1110",,
04/05/17 11:45:27.069,"1069",,
04/05/17 11:45:32.069,"1086",,
04/05/17 11:45:37.069,"1098",,
04/05/17 11:45:42.069,"1086",,
04/05/17 11:45:47.069,"1074",,
04/05/17 11:45:52.068,"1095",,
04/05/17 11:45:57.069,"1080",,
04/05/17 11:46:02.069,"1074",,
04/05/17 11:46:07.068,"1069",,
04/05/17 11:46:12.069,"1069",,
04/05/17 11:46:17.069,"1080",,
04/05/17 11:46:22.069,"1045",,
04/05/17 11:46:27.068,"1060",,
04/05/17 11:46:32.069,"1060",,
04/05/17 11:46:37.069,"1060",,
04/05/17 11:46:42.068,"1056",,
04/05/17 11:46:47.069,"1044",,
04/05/17 11:46:52.069,"1050",,
04/05/17 11:46:57.069,"1073",,
04/05/17 11:47:02.068,"1050",,
04/05/17 11:47:07.069,"1029",,
04/05/17 11:47:12.069,"1026",,
04/05/17 11:47:17.068,"1044",,
04/05/17 11:47:22.069,"1041",,
04/05/17 11:47:27.069,"1035",,
04/05/17 11:47:32.069,"1035",,
04/05/17 11:47:37.068,"1044",,
04/05/17 11:47:42.069,"1050",,
04/05/17 11:47:47.069,"1041",,
04/05/17 11:47:47.069,"1041",,
04/05/17 11:47:52.068,"1041",,
04/05/17 11:47:57.069,"1056",,
04/05/17 11:48:02.069,"1068",,
04/05/17 11:48:07.069,"1059",,
04/05/17 11:48:12.068,"1088",,
04/05/17 11:48:17.069,"1082",,
04/05/17 11:48:22.069,"1071",,
04/05/17 11:48:27.068,"1085",,
04/05/17 11:48:32.069,"1088",,
04/05/17 11:48:37.069,"1094",,
04/05/17 11:48:42.069,"1097",,
04/05/17 11:48:47.068,"1113",,
04/05/17 11:48:52.069,"1147",,
04/05/17 11:48:57.069,"1156",,
04/05/17 11:49:02.068,"1171",,
04/05/17 11:49:07.069,"1168",,
04/05/17 11:49:12.069,"1203",,
04/05/17 11:49:17.069,"1219",,
04/05/17 11:49:22.069,"1212",,
04/05/17 11:49:27.069,"1196",,
04/05/17 11:49:32.069,"1206",,
04/05/17 11:49:37.068,"1222",,
04/05/17 11:49:42.069,"1235",,
04/05/17 11:49:47.069,"1270",,
04/05/17 11:49:52.069,"1280",,
04/05/17 11:49:57.069,"1280",,
04/05/17 11:50:02.069,"1293",,
04/05/17 11:50:07.069,"1290",,
04/05/17 11:50:12.068,"1283",,
04/05/17 11:50:17.069,"1290",,
04/05/17 11:50:22.069,"1316",,
04/05/17 11:50:27.069,"1342",,
04/05/17 11:50:32.069,"1342",,
04/05/17 11:50:37.069,"1359",,
04/05/17 11:50:42.069,"1372",,
04/05/17 11:50:47.068,"1379",,
04/05/17 11:50:52.069,"1366",,
04/05/17 11:50:57.069,"1382",,
04/05/17 11:51:02.068,"1389",,
04/05/17 11:51:07.069,"1385",,
04/05/17 11:51:12.069,"1392",,
04/05/17 11:51:17.069,"1389",,
04/05/17 11:51:22.068,"1395",,
04/05/17 11:51:27.069,"1433",,
04/05/17 11:51:32.069,"1433",,
04/05/17 11:51:37.069,"1402",,
04/05/17 11:51:42.069,"1409",,
04/05/17 11:51:47.069,"1405",,
04/05/17 11:51:52.069,"1416",,
04/05/17 11:51:57.068,"1412",,
04/05/17 11:52:02.069,"1426",,
04/05/17 11:52:47.068,"1452",,
04/05/17 11:52:52.069,"1459",,
04/05/17 11:52:57.069,"1452",,
04/05/17 11:53:02.069,"1462",,
04/05/17 11:53:07.068,"1459",,
04/05/17 11:53:12.069,"1455",,
04/05/17 11:53:17.069,"1448",,
04/05/17 11:53:22.068,"1459",,
04/05/17 11:53:27.069,"1434",,
04/05/17 11:53:32.069,"1417",,
04/05/17 11:53:37.069,"1400",,
04/05/17 11:53:42.068,"1413",,
04/05/17 11:53:47.069,"1448",,
04/05/17 11:53:52.069,"1452",,
04/05/17 11:53:57.068,"1445",,
04/05/17 11:54:02.069,"1459",,
04/05/17 11:54:07.069,"1469",,
04/05/17 11:54:12.069,"1462",,
04/05/17 11:54:17.068,"1476",,
04/05/17 11:54:22.069,"1483",,
04/05/17 11:54:27.069,"1472",,
04/05/17 11:54:32.068,"1462",,
04/05/17 11:54:37.069,"1452",,
04/05/17 11:54:42.069,"1462",,
04/05/17 11:54:47.069,"1469",,
04/05/17 11:54:52.068,"1462",,
04/05/17 11:54:57.069,"1462",,
04/05/17 11:55:02.069,"1486",,
04/05/17 11:55:07.068,"1490",,
04/05/17 11:55:12.069,"1469",,
04/05/17 11:55:17.069,"1479",,
04/05/17 11:55:22.069,"1486",,
04/05/17 11:55:27.068,"1462",,
04/05/17 11:55:32.069,"1472",,
04/05/17 11:55:37.069,"1476",,
04/05/17 11:55:42.068,"1479",,
04/05/17 11:55:47.069,"1455",,
04/05/17 11:55:52.069,"1448",,
04/05/17 11:55:57.069,"1455",,
04/05/17 11:56:02.069,"1438",,
04/05/17 11:56:07.069,"1441",,
04/05/17 11:56:12.069,"1441",,
04/05/17 11:56:17.068,"1420",,
04/05/17 11:56:17.068,"1420",,
04/05/17 11:56:22.069,"1417",,
04/05/17 11:56:27.069,"1434",,
04/05/17 11:56:32.069,"1441",,
04/05/17 11:56:37.069,"1434",,
04/05/17 11:56:42.069,"1434",,
04/05/17 11:56:47.069,"1438",,
04/05/17 11:56:52.068,"1438",,
04/05/17 11:56:57.069,"1427",,
04/05/17 11:57:02.069,"1406",,
04/05/17 11:57:07.069,"1393",,
04/05/17 11:57:12.069,"1420",,
04/05/17 11:57:17.069,"1420",,
04/05/17 11:57:22.069,"1400",,
04/05/17 11:57:27.068,"1383",,
04/05/17 11:57:32.069,"1373",,
04/05/17 11:57:37.069,"1370",,
04/05/17 11:57:42.069,"1363",,
04/05/17 11:57:47.069,"1383",,
04/05/17 11:57:52.069,"1360",,
04/05/17 11:57:57.069,"1327",,
04/05/17 11:58:02.068,"1307",,
04/05/17 11:58:07.069,"1307",,
04/05/17 11:58:12.069,"1281",,
04/05/17 11:58:17.069,"1274",,
04/05/17 11:58:22.069,"1284",,
04/05/17 11:58:27.069,"1274",,
04/05/17 11:58:32.069,"1255",,
04/05/17 11:58:37.068,"1262",,
04/05/17 11:58:42.069,"1242",,
04/05/17 11:58:47.069,"1217",,
04/05/17 11:58:52.068,"1197",,
04/05/17 11:58:57.069,"1182",,
04/05/17 11:59:02.069,"1163",,
04/05/17 11:59:07.069,"1182",,
04/05/17 11:59:12.068,"1175",,
04/05/17 11:59:17.069,"1163",,
04/05/17 11:59:22.069,"1154",,
04/05/17 11:59:27.068,"1141",,
04/05/17 11:59:32.069,"1151",,
04/05/17 11:59:37.069,"1117",,
04/05/17 11:59:42.069,"1117",,
04/05/17 11:59:47.068,"1089",,
04/05/17 11:59:52.069,"1092",,
04/05/17 11:59:57.069,"1092",,
04/05/17 12:00:02.068,"1089",,
04/05/17 12:00:07.069,"1101",,
04/05/17 12:00:12.069,"1101",,
04/05/17 12:00:17.069,"1098",,
04/05/17 12:00:22.071,"1092",,
04/05/17 12:00:27.069,"1092",,
04/05/17 12:00:32.069,"1089",,
04/05/17 12:00:32.069,"1089",,
04/05/17 12:00:37.068,"1089",,
04/05/17 12:00:42.069,"1072",,
04/05/17 12:00:47.069,"1074",,
04/05/17 12:00:52.069,"1086",,
04/05/17 12:00:57.068,"1080",,
04/05/17 12:01:02.069,"1083",,
04/05/17 12:01:07.069,"1092",,
04/05/17 12:01:12.068,"1114",,
04/05/17 12:01:17.069,"1089",,
04/05/17 12:01:22.069,"1080",,
04/05/17 12:01:27.069,"1069",,
04/05/17 12:01:32.068,"1072",,
04/05/17 12:01:37.069,"1066",,
04/05/17 12:01:42.069,"1063",,
04/05/17 12:01:47.068,"1042",,
04/05/17 12:01:52.069,"1042",,
04/05/17 12:01:57.069,"1033",,
04/05/17 12:02:02.069,"1036",,
04/05/17 12:02:07.069,"1045",,
04/05/17 12:02:12.069,"1051",,
04/05/17 12:02:17.069,"1048",,
04/05/17 12:02:22.068,"1054",,
04/05/17 12:02:27.069,"1048",,
04/05/17 12:02:32.069,"1030",,
04/05/17 12:02:37.069,"1033",,
04/05/17 12:02:42.069,"1033",,
04/05/17 12:02:47.069,"1033",,
04/05/17 12:02:52.069,"1033",,
