04/04 13:17:27 Environmental temperature: Safe
04/04 13:18:50 Oxygen pressure: Warning
04/04 13:18:50 Oxygen pressure: Safe
04/04 13:20:02 Oxygen pressure: Warning
04/04 13:20:03 Oxygen pressure: Safe
04/04 13:20:21 Oxygen pressure: Warning
04/04 13:20:22 Oxygen pressure: Safe
04/04 13:21:00 Oxygen pressure: Warning
04/04 13:21:00 Oxygen pressure: Safe
04/04 13:21:29 Oxygen pressure: Warning
04/04 13:21:29 Oxygen pressure: Safe
04/04 13:21:37 Environmental temperature: Warning
04/04 13:21:37 Environmental temperature: Safe
04/04 13:21:37 Oxygen pressure: Warning
04/04 13:21:38 Oxygen pressure: Safe
04/04 13:21:44 Oxygen pressure: Warning
04/04 13:21:44 Oxygen pressure: Safe
04/04 13:22:01 Oxygen pressure: Warning
04/04 13:22:02 Oxygen pressure: Safe
04/04 13:23:23 Oxygen pressure: Warning
04/04 13:23:24 Oxygen pressure: Safe
04/04 13:23:29 Oxygen pressure: Warning
04/04 13:23:30 Oxygen pressure: Safe
04/04 13:23:42 Oxygen pressure: Warning
04/04 13:23:43 Oxygen pressure: Safe
04/04 13:23:56 Oxygen pressure: Warning
04/04 13:23:56 Oxygen pressure: Safe
04/04 13:24:19 Oxygen pressure: Warning
04/04 13:24:19 Oxygen pressure: Safe
04/04 13:24:22 Oxygen pressure: Warning
04/04 13:24:23 Oxygen pressure: Safe
04/04 13:25:10 Oxygen pressure: Warning
04/04 13:25:10 Oxygen pressure: Safe
04/04 13:25:18 Oxygen pressure: Warning
04/04 13:25:19 Oxygen pressure: Safe
04/04 13:25:32 Oxygen pressure: Warning
04/04 13:25:33 Oxygen pressure: Safe
04/04 13:25:38 Oxygen pressure: Warning
04/04 13:25:38 Oxygen pressure: Safe
04/04 13:25:50 Oxygen pressure: Warning
04/04 13:25:50 Oxygen pressure: Safe
04/04 13:25:52 Oxygen pressure: Warning
04/04 13:25:53 Oxygen pressure: Safe
04/04 13:25:54 Oxygen pressure: Warning
04/04 13:25:55 Oxygen pressure: Safe
04/04 13:25:58 Oxygen pressure: Warning
04/04 13:25:58 Oxygen pressure: Safe
04/04 13:26:09 Oxygen pressure: Warning
04/04 13:26:09 Oxygen pressure: Safe
04/04 13:26:11 Oxygen pressure: Warning
04/04 13:26:12 Oxygen pressure: Safe
04/04 13:26:13 Oxygen pressure: Warning
04/04 13:26:13 Oxygen pressure: Safe
04/04 13:26:34 Oxygen pressure: Warning
04/04 13:26:34 Oxygen pressure: Safe
04/04 13:26:43 Oxygen pressure: Warning
04/04 13:26:44 Oxygen pressure: Safe
04/04 13:26:52 Oxygen pressure: Warning
04/04 13:26:53 Oxygen pressure: Safe
04/04 13:27:11 Oxygen pressure: Warning
04/04 13:27:12 Oxygen pressure: Safe
04/04 13:27:33 Oxygen pressure: Warning
04/04 13:27:33 Oxygen pressure: Safe
04/04 13:27:37 Oxygen pressure: Warning
04/04 13:27:38 Oxygen pressure: Safe
04/04 13:28:00 Oxygen pressure: Warning
04/04 13:28:00 Oxygen pressure: Safe
04/04 13:29:36 Oxygen pressure: Warning
04/04 13:29:36 Oxygen pressure: Safe
04/04 13:32:26 Environmental temperature: Warning
04/04 13:32:27 Environmental temperature: Safe
04/04 13:32:30 Oxygen pressure: Warning
04/04 13:32:30 Oxygen pressure: Safe
04/04 13:34:11 State changed from Init to Run.
04/04 13:36:19 Environmental temperature: Warning
04/04 13:36:20 Environmental temperature: Safe
04/04 13:36:22 Environmental temperature: Warning
04/04 13:36:22 Environmental temperature: Safe
04/04 13:36:37 Environmental temperature: Warning
04/04 13:36:37 Environmental temperature: Safe
04/04 13:36:38 Environmental temperature: Warning
04/04 13:36:39 Environmental temperature: Safe
04/04 13:37:03 Environmental temperature: Warning
04/04 13:37:03 Environmental temperature: Safe
04/04 13:38:08 Environmental temperature: Warning
04/04 13:38:08 Environmental temperature: Safe
04/04 13:38:24 Environmental temperature: Warning
04/04 13:38:25 Environmental temperature: Safe
04/04 13:38:26 Environmental temperature: Warning
04/04 13:38:27 Environmental temperature: Safe
04/04 13:43:27 Environmental temperature: Warning
04/04 13:43:28 Environmental temperature: Safe
04/04 13:47:14 Oxygen pressure: Warning
04/04 13:47:14 Oxygen pressure: Safe
04/04 13:49:06 Oxygen pressure: Warning
04/04 13:49:07 Oxygen pressure: Safe
04/04 13:51:15 Oxygen pressure: Warning
04/04 13:51:16 Oxygen pressure: Safe
04/04 13:51:37 Environmental temperature: Warning
04/04 13:51:39 Environmental temperature: Safe
04/04 13:51:57 Oxygen pressure: Warning
04/04 13:51:59 Oxygen pressure: Safe
04/04 13:52:40 Environmental temperature: Warning
04/04 13:52:40 Environmental temperature: Safe
04/04 13:52:51 Environmental temperature: Warning
04/04 13:52:52 Environmental temperature: Safe
04/04 13:52:55 Oxygen pressure: Warning
04/04 13:52:56 Oxygen pressure: Safe
04/04 13:53:01 Oxygen pressure: Warning
04/04 13:53:01 Oxygen pressure: Safe
04/04 13:53:47 Oxygen pressure: Warning
04/04 13:53:47 Oxygen pressure: Safe
04/04 13:54:31 Oxygen pressure: Warning
04/04 13:54:31 Oxygen pressure: Safe
04/04 13:55:24 Oxygen pressure: Warning
04/04 13:55:25 Oxygen pressure: Safe
04/04 13:55:48 Oxygen pressure: Warning
04/04 13:55:49 Oxygen pressure: Safe
04/04 13:57:40 Oxygen pressure: Warning
04/04 13:57:40 Oxygen pressure: Safe
04/04 13:58:16 Oxygen pressure: Warning
04/04 13:58:17 Oxygen pressure: Safe
04/04 13:59:18 Oxygen pressure: Warning
04/04 13:59:18 Oxygen pressure: Safe
04/04 13:59:38 Environmental temperature: Warning
04/04 13:59:38 Environmental temperature: Safe
04/04 13:59:43 Oxygen pressure: Warning
04/04 13:59:44 Oxygen pressure: Safe
04/04 14:02:27 Environmental temperature: Warning
04/04 14:02:27 Environmental temperature: Safe
04/04 14:08:55 Environmental temperature: Warning
04/04 14:08:56 Environmental temperature: Safe
04/04 14:10:12 Oxygen pressure: Warning
04/04 14:10:13 Oxygen pressure: Safe
04/04 14:10:31 Oxygen pressure: Warning
04/04 14:10:32 Oxygen pressure: Safe
04/04 14:10:54 Environmental temperature: Warning
04/04 14:10:55 Environmental temperature: Safe
04/04 14:10:59 Environmental temperature: Warning
04/04 14:11:00 Environmental temperature: Safe
04/04 14:11:05 Environmental temperature: Warning
04/04 14:11:06 Environmental temperature: Safe
04/04 14:11:37 Environmental temperature: Warning
04/04 14:11:38 Environmental temperature: Safe
04/04 14:11:40 Environmental temperature: Warning
04/04 14:11:42 Environmental temperature: Safe
04/04 14:11:59 Environmental temperature: Warning
04/04 14:12:00 Environmental temperature: Safe
04/04 14:13:39 Oxygen pressure: Warning
04/04 14:13:40 Oxygen pressure: Safe
04/04 14:13:42 Oxygen pressure: Warning
04/04 14:13:43 Oxygen pressure: Safe
04/04 14:13:52 Oxygen pressure: Warning
04/04 14:13:52 Oxygen pressure: Safe
04/04 14:14:08 Oxygen pressure: Warning
04/04 14:14:08 Oxygen pressure: Safe
04/04 14:14:51 Oxygen pressure: Warning
04/04 14:14:52 Oxygen pressure: Safe
04/04 14:14:59 Oxygen pressure: Warning
04/04 14:14:59 Oxygen pressure: Safe
04/04 14:15:09 Oxygen pressure: Warning
04/04 14:15:09 Oxygen pressure: Safe
04/04 14:15:14 Oxygen pressure: Warning
04/04 14:15:15 Oxygen pressure: Safe
04/04 14:15:25 Oxygen pressure: Warning
04/04 14:15:26 Oxygen pressure: Safe
04/04 14:15:43 Oxygen pressure: Warning
04/04 14:15:43 Oxygen pressure: Safe
04/04 14:15:46 Oxygen pressure: Warning
04/04 14:15:46 Oxygen pressure: Safe
04/04 14:15:58 Oxygen pressure: Warning
04/04 14:15:59 Oxygen pressure: Safe
04/04 14:16:21 Oxygen pressure: Warning
04/04 14:16:22 Oxygen pressure: Safe
04/04 14:16:54 Oxygen pressure: Warning
04/04 14:16:55 Oxygen pressure: Safe
04/04 14:17:04 Oxygen pressure: Warning
04/04 14:17:05 Oxygen pressure: Safe
04/04 14:17:26 Oxygen pressure: Warning
04/04 14:17:26 Oxygen pressure: Safe
04/04 14:17:42 Oxygen pressure: Warning
04/04 14:17:43 Oxygen pressure: Safe
04/04 14:17:45 Oxygen pressure: Warning
04/04 14:17:45 Oxygen pressure: Safe
04/04 14:18:02 Oxygen pressure: Warning
04/04 14:18:03 Oxygen pressure: Safe
04/04 14:18:24 Oxygen pressure: Warning
04/04 14:18:25 Oxygen pressure: Safe
04/04 14:18:53 Oxygen pressure: Warning
04/04 14:18:54 Oxygen pressure: Safe
04/04 14:19:21 Oxygen pressure: Warning
04/04 14:19:22 Oxygen pressure: Safe
04/04 14:21:37 Environmental temperature: Warning
04/04 14:21:37 Environmental temperature: Safe
04/04 14:24:35 Environmental temperature: Warning
04/04 14:24:35 Environmental temperature: Safe
04/04 14:25:26 Environmental temperature: Warning
04/04 14:25:27 Environmental temperature: Safe
04/04 14:25:36 Environmental temperature: Warning
04/04 14:25:37 Environmental temperature: Safe
04/04 14:26:10 Environmental temperature: Warning
04/04 14:26:12 Environmental temperature: Safe
04/04 14:26:26 Environmental temperature: Warning
04/04 14:26:27 Environmental temperature: Safe
04/04 14:26:40 Environmental temperature: Warning
04/04 14:26:40 Environmental temperature: Safe
04/04 14:26:56 Environmental temperature: Warning
04/04 14:26:57 Environmental temperature: Safe
04/04 14:26:57 Environmental temperature: Warning
04/04 14:26:58 Environmental temperature: Safe
04/04 14:27:05 Environmental temperature: Warning
04/04 14:27:06 Environmental temperature: Safe
04/04 14:27:30 Environmental temperature: Warning
04/04 14:27:31 Environmental temperature: Safe
04/04 14:27:39 Environmental temperature: Warning
04/04 14:27:39 Environmental temperature: Safe
04/04 14:27:48 Environmental temperature: Warning
04/04 14:27:48 Environmental temperature: Safe
04/04 14:27:53 Environmental temperature: Warning
04/04 14:27:53 Environmental temperature: Safe
04/04 14:28:00 Environmental temperature: Warning
04/04 14:28:00 Environmental temperature: Safe
04/04 14:28:10 Environmental temperature: Warning
04/04 14:28:11 Environmental temperature: Safe
04/04 14:28:17 Environmental temperature: Warning
04/04 14:28:18 Environmental temperature: Safe
04/04 14:28:21 Environmental temperature: Warning
04/04 14:28:22 Environmental temperature: Safe
04/04 14:28:24 Environmental temperature: Warning
04/04 14:28:25 Environmental temperature: Safe
04/04 14:28:53 Environmental temperature: Warning
04/04 14:28:54 Environmental temperature: Safe
04/04 14:29:09 Environmental temperature: Warning
04/04 14:29:10 Environmental temperature: Safe
04/04 14:29:14 Environmental temperature: Warning
04/04 14:29:14 Environmental temperature: Safe
04/04 14:29:28 Environmental temperature: Warning
04/04 14:29:29 Environmental temperature: Safe
04/04 14:29:54 Environmental temperature: Warning
04/04 14:29:55 Environmental temperature: Safe
04/04 14:30:02 Environmental temperature: Warning
04/04 14:30:03 Environmental temperature: Safe
04/04 14:30:22 Environmental temperature: Warning
04/04 14:30:22 Environmental temperature: Safe
04/04 14:30:26 Environmental temperature: Warning
04/04 14:30:26 Environmental temperature: Safe
04/04 14:31:01 Environmental temperature: Warning
04/04 14:31:02 Environmental temperature: Safe
04/04 14:31:12 Environmental temperature: Warning
04/04 14:31:13 Environmental temperature: Safe
04/04 14:31:14 Environmental temperature: Warning
04/04 14:31:15 Environmental temperature: Safe
04/04 14:31:15 Environmental temperature: Warning
04/04 14:31:16 Environmental temperature: Safe
04/04 14:31:16 Environmental temperature: Warning
04/04 14:31:17 Environmental temperature: Safe
04/04 14:31:18 Environmental temperature: Warning
04/04 14:31:19 Environmental temperature: Safe
04/04 14:32:14 Environmental temperature: Warning
04/04 14:32:15 Environmental temperature: Safe
04/04 14:32:20 Environmental temperature: Warning
04/04 14:32:21 Environmental temperature: Safe
04/04 14:32:22 Environmental temperature: Warning
04/04 14:32:23 Environmental temperature: Safe
04/04 14:32:26 Environmental temperature: Warning
04/04 14:32:27 Environmental temperature: Safe
04/04 14:34:30 Oxygen pressure: Warning
04/04 14:34:31 Oxygen pressure: Safe
04/04 14:34:52 Oxygen pressure: Warning
04/04 14:34:53 Oxygen pressure: Safe
04/04 14:35:53 Oxygen pressure: Warning
04/04 14:35:53 Oxygen pressure: Safe
04/04 14:37:28 Oxygen pressure: Warning
04/04 14:37:28 Oxygen pressure: Safe
04/04 14:37:31 Oxygen pressure: Warning
04/04 14:37:31 Oxygen pressure: Safe
04/04 14:37:33 Oxygen pressure: Warning
04/04 14:37:33 Oxygen pressure: Safe
04/04 14:37:34 Oxygen pressure: Warning
04/04 14:37:34 Oxygen pressure: Safe
04/04 14:37:36 Oxygen pressure: Warning
04/04 14:37:37 Oxygen pressure: Safe
04/04 14:37:53 Oxygen pressure: Warning
04/04 14:37:53 Oxygen pressure: Safe
04/04 14:38:29 Oxygen pressure: Warning
04/04 14:38:29 Oxygen pressure: Safe
04/04 14:38:42 Oxygen pressure: Warning
04/04 14:38:43 Oxygen pressure: Safe
04/04 14:39:13 Environmental temperature: Warning
04/04 14:39:14 Environmental temperature: Safe
04/04 14:39:37 Oxygen pressure: Warning
04/04 14:39:37 Oxygen pressure: Safe
04/04 14:39:42 Oxygen pressure: Warning
04/04 14:39:43 Oxygen pressure: Safe
04/04 14:39:50 Oxygen pressure: Warning
04/04 14:39:51 Oxygen pressure: Safe
04/04 14:39:52 Oxygen pressure: Warning
04/04 14:39:52 Oxygen pressure: Safe
04/04 14:39:57 Environmental temperature: Warning
04/04 14:39:58 Environmental temperature: Safe
04/04 14:40:00 Oxygen pressure: Warning
04/04 14:40:00 Oxygen pressure: Safe
04/04 14:40:14 Oxygen pressure: Warning
04/04 14:40:14 Oxygen pressure: Safe
04/04 14:40:20 Oxygen pressure: Warning
04/04 14:40:20 Oxygen pressure: Safe
04/04 14:40:26 Oxygen pressure: Warning
04/04 14:40:26 Oxygen pressure: Safe
04/04 14:40:36 Oxygen pressure: Warning
04/04 14:40:36 Oxygen pressure: Safe
04/04 14:40:48 Environmental temperature: Warning
04/04 14:40:49 Environmental temperature: Safe
04/04 14:40:53 Oxygen pressure: Warning
04/04 14:40:54 Oxygen pressure: Safe
04/04 14:41:14 Oxygen pressure: Warning
04/04 14:41:15 Oxygen pressure: Safe
04/04 14:41:15 Oxygen pressure: Warning
04/04 14:41:16 Oxygen pressure: Safe
04/04 14:41:37 Environmental temperature: Warning
04/04 14:41:38 Environmental temperature: Safe
04/04 14:41:52 Oxygen pressure: Warning
04/04 14:41:52 Oxygen pressure: Safe
04/04 14:43:25 Oxygen pressure: Warning
04/04 14:43:26 Oxygen pressure: Safe
04/04 14:46:37 Environmental temperature: Warning
04/04 14:46:38 Environmental temperature: Safe
04/04 14:49:20 Environmental temperature: Warning
04/04 14:49:20 Environmental temperature: Safe
04/04 14:49:30 State changed from Run to Idle.
04/04 14:49:33 User exited.
04/04 14:49:33 State changed from Idle to Exit.
