,upstrm [Ambient],,,dwnstrm [Ambient],Time Elapsed,AI 2: Upstream CO2 (%),AI 10: Downstream CO2 (%)
04/04/17 13:15:35.35,454,,04/04/17 13:15:51.51,437,12784.82813,0.45745259,-0.011429467
04/04/17 13:15:40.40,454,,04/04/17 13:15:56.56,439,12785.32815,0.46031998,-0.014471332
04/04/17 13:15:45.45,472,,04/04/17 13:16:01.01,435,12785.83318,0.457717908,-0.011423346
04/04/17 13:15:50.50,470,,04/04/17 13:16:06.06,427,12786.32921,0.460944701,-0.015008272
04/04/17 13:15:55.55,456,,04/04/17 13:16:11.11,449,12786.82824,0.457936213,-0.012497982
04/04/17 13:16:00.00,460,,04/04/17 13:16:16.16,460,12787.32827,0.459045708,-0.01643741
04/04/17 13:16:05.05,476,,04/04/17 13:16:21.21,455,12787.8283,0.457518391,-0.011602038
04/04/17 13:16:10.10,470,,04/04/17 13:16:26.26,445,12788.32932,0.458755036,-0.014644881
04/04/17 13:16:15.15,464,,04/04/17 13:16:31.31,443,12788.83136,0.453649068,-0.012856102
04/04/17 13:16:20.20,466,,04/04/17 13:16:36.36,451,12789.33038,0.4588866,-0.015902341
04/04/17 13:16:25.25,458,,04/04/17 13:16:41.41,447,12789.83041,0.455912453,-0.01303808
04/04/17 13:16:30.30,470,,04/04/17 13:16:46.46,455,12790.33348,0.460258142,-0.015181964
04/04/17 13:16:35.35,483,,04/04/17 13:16:51.51,447,12790.82947,0.456097934,-0.011426225
04/04/17 13:16:40.40,485,,04/04/17 13:16:56.56,447,12791.33152,0.459758236,-0.015356973
04/04/17 13:16:45.45,483,,04/04/17 13:17:01.01,443,12791.83753,0.457114884,-0.011787483
04/04/17 13:16:50.50,504,,04/04/17 13:17:06.06,445,12792.37356,0.459954954,-0.013928932
04/04/17 13:16:55.55,483,,04/04/17 13:17:11.11,455,12792.93259,0.454332079,-0.01321221
04/04/17 13:17:00.00,470,,04/04/17 13:17:16.16,451,12793.42962,0.456935352,-0.013751741
04/04/17 13:17:05.05,476,,04/04/17 13:17:21.21,468,12793.93566,0.456622426,-0.006238116
04/04/17 13:17:10.10,476,,04/04/17 13:17:26.26,483,12794.42968,0.462327606,-0.011424061
04/04/17 13:17:15.15,491,,04/04/17 13:17:31.31,487,12794.92871,0.455154515,-0.009098762
04/04/17 13:17:20.20,497,,04/04/17 13:17:36.36,472,12795.43573,0.456761518,-0.010176709
04/04/17 13:17:25.25,493,,04/04/17 13:17:41.41,468,12795.92976,0.454502823,-0.007671204
04/04/17 13:17:30.30,499,,04/04/17 13:17:46.46,466,12796.44279,0.456030952,-0.009635275
04/04/17 13:17:35.35,508,,04/04/17 13:17:51.51,470,12796.94182,0.453272147,-0.011245174
04/04/17 13:17:40.40,513,,04/04/17 13:17:56.56,468,12797.44385,0.455048949,-0.009995172
04/04/17 13:17:45.45,515,,04/04/17 13:18:01.01,472,12797.97188,0.456935933,-0.010355759
04/04/17 13:17:50.50,522,,04/04/17 13:18:06.06,485,12798.53791,0.455975223,-0.003912877
04/04/17 13:17:55.55,517,,04/04/17 13:18:11.11,477,12799.03594,0.458011217,-0.008744554
04/04/17 13:18:00.00,533,,04/04/17 13:18:16.16,472,12799.53297,0.456787427,-0.003734679
04/04/17 13:18:05.05,522,,04/04/17 13:18:21.21,468,12800.10701,0.458896475,-0.005165663
04/04/17 13:18:10.10,522,,04/04/17 13:18:26.26,474,12800.60403,0.457107749,-0.003376354
04/04/17 13:18:15.15,524,,04/04/17 13:18:31.31,485,12801.11006,0.458604936,-0.006775139
04/04/17 13:18:20.20,506,,04/04/17 13:18:36.36,472,12801.7431,0.457682943,-0.001587201
04/04/17 13:18:25.25,517,,04/04/17 13:18:41.41,498,12802.24613,0.457257544,-0.007668198
04/04/17 13:18:30.30,515,,04/04/17 13:18:46.46,494,12802.77916,0.456061848,-0.00140859
04/04/17 13:18:35.35,508,,04/04/17 13:18:51.51,485,12803.26942,0.460293872,-0.005522714
04/04/17 13:18:40.40,515,,04/04/17 13:18:56.56,489,12803.76965,0.456597367,-0.000871744
04/04/17 13:18:45.45,517,,04/04/17 13:19:01.01,474,12804.28081,0.458685755,-0.003376152
04/04/17 13:18:50.50,531,,04/04/17 13:19:06.06,472,12804.76883,0.456076225,-0.000335004
04/04/17 13:18:55.55,519,,04/04/17 13:19:11.11,502,12805.26813,0.456674626,-0.005345997
04/04/17 13:19:00.00,519,,04/04/17 13:19:16.16,508,12805.78048,0.456096693,-0.000692628
04/04/17 13:19:05.05,522,,04/04/17 13:19:21.21,506,12806.2735,0.456122562,-0.004450516
04/04/17 13:19:10.10,522,,04/04/17 13:19:26.26,517,12806.76953,0.45948047,0.000738223
04/04/17 13:19:15.15,522,,04/04/17 13:19:31.31,498,12807.27158,0.459414655,-0.004090755
04/04/17 13:19:20.20,526,,04/04/17 13:19:36.36,500,12807.77372,0.46025786,2.28252E-05
04/04/17 13:19:25.25,515,,04/04/17 13:19:41.41,513,12808.27575,0.456012134,-0.003733395
04/04/17 13:19:30.30,497,,04/04/17 13:19:41.41,513,12808.76911,0.458618562,0.000559422
04/04/17 13:19:35.35,502,,04/04/17 13:19:46.46,513,12809.27016,0.45539861,-0.00337703
04/04/17 13:19:40.40,515,,04/04/17 13:19:51.51,515,12809.77324,0.456662718,-0.000513898
04/04/17 13:19:45.45,513,,04/04/17 13:19:56.56,496,12810.26927,0.453848804,-0.005523552
04/04/17 13:19:45.45,513,,04/04/17 13:20:01.01,498,12810.7673,0.45905893,-0.001050679
04/04/17 13:19:50.50,528,,04/04/17 13:20:06.06,502,12811.2666,0.456911527,-0.004628061
04/04/17 13:19:55.55,535,,04/04/17 13:20:11.11,502,12811.77802,0.455842954,-0.003196446
04/04/17 13:20:00.00,568,,04/04/17 13:20:16.16,498,12812.26826,0.457623668,-0.003197872
04/04/17 13:20:05.05,555,,04/04/17 13:20:21.21,500,12812.77858,0.459377476,-0.000871388
04/04/17 13:20:10.10,550,,04/04/17 13:20:26.26,515,12813.2678,0.454643828,-0.003375807
04/04/17 13:20:15.15,542,,04/04/17 13:20:31.31,519,12813.76817,0.459505682,-0.005523253
04/04/17 13:20:20.20,544,,04/04/17 13:20:36.36,508,12814.26827,0.456061009,-0.00641601
04/04/17 13:20:25.25,544,,04/04/17 13:20:41.41,517,12814.77864,0.458342631,-0.00534348
04/04/17 13:20:30.30,550,,04/04/17 13:20:46.46,500,12815.2768,0.4574431,-0.006950987
04/04/17 13:20:35.35,533,,04/04/17 13:20:51.51,519,12815.77615,0.459395351,-0.00749205
04/04/17 13:20:40.40,544,,04/04/17 13:20:56.56,504,12816.26848,0.456398738,-0.003376508
04/04/17 13:20:45.45,546,,04/04/17 13:21:01.01,517,12816.7845,0.460548683,-0.002124245
04/04/17 13:20:50.50,548,,04/04/17 13:21:06.06,511,12817.27055,0.458736103,-0.002302895
04/04/17 13:20:55.55,557,,04/04/17 13:21:11.11,526,12817.77756,0.462352972,-0.005700678
04/04/17 13:21:00.00,562,,04/04/17 13:21:16.16,515,12818.28074,0.459195732,-0.004629285
04/04/17 13:21:05.05,555,,04/04/17 13:21:21.21,515,12818.76788,0.462086266,-0.008206134
04/04/17 13:21:10.10,544,,04/04/17 13:21:26.26,519,12819.27214,0.461558412,-0.008028806
04/04/17 13:21:15.15,539,,04/04/17 13:21:31.31,532,12819.76949,0.467135366,-0.008742732
04/04/17 13:21:20.20,548,,04/04/17 13:21:36.36,532,12820.27682,0.461390982,-0.005342525
04/04/17 13:21:25.25,553,,04/04/17 13:21:41.41,519,12820.77315,0.464265282,-0.008740932
04/04/17 13:21:30.30,553,,04/04/17 13:21:46.46,523,12821.27131,0.462631616,-0.006775376
04/04/17 13:21:35.35,555,,04/04/17 13:21:51.51,543,12821.77757,0.46741237,-0.006238153
04/04/17 13:21:40.40,564,,04/04/17 13:21:56.56,521,12822.27876,0.464642526,-0.006239367
04/04/17 13:21:45.45,546,,04/04/17 13:22:01.01,504,12822.77783,0.468284623,-0.009457089
04/04/17 13:21:50.50,537,,04/04/17 13:22:06.06,506,12823.26689,0.467012635,-0.007488482
04/04/17 13:21:55.55,542,,04/04/17 13:22:11.11,537,12823.76702,0.4693277,-0.009815483
04/04/17 13:22:00.00,537,,04/04/17 13:22:16.16,515,12824.27918,0.46760104,-0.010355253
04/04/17 13:22:05.05,533,,04/04/17 13:22:21.21,515,12824.76843,0.470272771,-0.012320747
04/04/17 13:22:10.10,539,,04/04/17 13:22:26.26,517,12825.27261,0.465878843,-0.008206865
04/04/17 13:22:15.15,544,,04/04/17 13:22:31.31,506,12825.76875,0.472537171,-0.01160527
04/04/17 13:22:20.20,552,,04/04/17 13:22:36.36,523,12826.26878,0.467148407,-0.008918483
04/04/17 13:22:25.25,550,,04/04/17 13:22:41.41,515,12826.76832,0.469913402,-0.012141719
04/04/17 13:22:30.30,570,,04/04/17 13:22:46.46,526,12827.26652,0.469834879,-0.007314253
04/04/17 13:22:35.35,572,,04/04/17 13:22:51.51,504,12827.76859,0.472162539,-0.012858434
04/04/17 13:22:40.40,565,,04/04/17 13:22:56.56,519,12828.27077,0.47057207,-0.009817555
04/04/17 13:22:45.45,575,,04/04/17 13:23:01.01,523,12828.76892,0.476338786,-0.013211173
04/04/17 13:22:50.50,577,,04/04/17 13:23:06.06,532,12829.27195,0.469880459,-0.00963413
04/04/17 13:22:55.55,563,,04/04/17 13:23:11.11,531,12829.76805,0.472120796,-0.01321739
04/04/17 13:23:00.00,565,,04/04/17 13:23:16.16,531,12830.27008,0.46992182,-0.0085666
04/04/17 13:23:05.05,575,,04/04/17 13:23:21.21,536,12830.77532,0.474004414,-0.010355034
04/04/17 13:23:10.10,565,,04/04/17 13:23:26.26,529,12831.27751,0.470314266,-0.007491546
04/04/17 13:23:15.15,563,,04/04/17 13:23:31.31,516,12831.77476,0.472635339,-0.010708835
04/04/17 13:23:20.20,565,,04/04/17 13:23:36.36,527,12832.2679,0.469506207,-0.008383664
04/04/17 13:23:25.25,577,,04/04/17 13:23:41.41,516,12832.77319,0.471661308,-0.012860105
04/04/17 13:23:30.30,565,,04/04/17 13:23:46.46,527,12833.26722,0.468330247,-0.009281609
04/04/17 13:23:35.35,565,,04/04/17 13:23:51.51,525,12833.77728,0.471769445,-0.012674726
04/04/17 13:23:40.40,563,,04/04/17 13:23:56.56,525,12834.27253,0.469636733,-0.008027154
04/04/17 13:23:45.45,561,,04/04/17 13:23:56.56,525,12834.77479,0.470360448,-0.012858672
04/04/17 13:23:50.50,565,,04/04/17 13:24:01.01,514,12835.27782,0.467899542,-0.009099795
04/04/17 13:23:55.55,584,,04/04/17 13:24:06.06,522,12835.76892,0.470296884,-0.012323845
04/04/17 13:24:00.00,584,,04/04/17 13:24:11.11,529,12836.26997,0.468213916,-0.008920125
04/04/17 13:24:00.00,584,,04/04/17 13:24:16.16,534,12836.76806,0.470019858,-0.012318683
04/04/17 13:24:05.05,567,,04/04/17 13:24:21.21,536,12837.26914,0.468749002,-0.007492213
04/04/17 13:24:10.10,567,,04/04/17 13:24:26.26,534,12837.78237,0.469843708,-0.013212027
04/04/17 13:24:15.15,577,,04/04/17 13:24:31.31,527,12838.27649,0.467577601,-0.009279753
04/04/17 13:24:20.20,572,,04/04/17 13:24:36.36,538,12838.76952,0.469529556,-0.013753003
04/04/17 13:24:25.25,556,,04/04/17 13:24:41.41,536,12839.27255,0.467762796,-0.008206178
04/04/17 13:24:30.30,563,,04/04/17 13:24:46.46,545,12839.78758,0.469844573,-0.01517933
04/04/17 13:24:35.35,558,,04/04/17 13:24:51.51,545,12840.27361,0.469723349,-0.009638874
04/04/17 13:24:40.40,567,,04/04/17 13:24:56.56,542,12840.77066,0.469871629,-0.013569878
04/04/17 13:24:45.45,577,,04/04/17 13:25:01.01,527,12841.26671,0.466781134,-0.010890636
04/04/17 13:24:50.50,570,,04/04/17 13:25:06.06,520,12841.77886,0.470235565,-0.015006609
04/04/17 13:24:55.55,572,,04/04/17 13:25:11.11,529,12842.26809,0.468632689,-0.011783914
04/04/17 13:25:00.00,570,,04/04/17 13:25:16.16,549,12842.76624,0.470145279,-0.015179821
04/04/17 13:25:05.05,575,,04/04/17 13:25:21.21,542,12843.27237,0.465214663,-0.012860767
04/04/17 13:25:10.10,594,,04/04/17 13:25:26.26,540,12843.76942,0.469050196,-0.016076704
04/04/17 13:25:15.15,575,,04/04/17 13:25:31.31,545,12844.2806,0.472781694,-0.012142351
04/04/17 13:25:20.20,572,,04/04/17 13:25:36.36,542,12844.76898,0.466173536,-0.016437279
04/04/17 13:25:25.25,565,,04/04/17 13:25:41.41,545,12845.2682,0.465852008,-0.010355759
04/04/17 13:25:30.30,575,,04/04/17 13:25:46.46,556,12845.76953,0.465201266,-0.016612906
04/04/17 13:25:35.35,572,,04/04/17 13:25:51.51,562,12846.27271,0.469347073,-0.011068858
04/04/17 13:25:40.40,563,,04/04/17 13:25:56.56,562,12846.76877,0.464345515,-0.01607453
04/04/17 13:25:45.45,572,,04/04/17 13:26:01.01,549,12847.26682,0.467221498,-0.011783627
04/04/17 13:25:50.50,575,,04/04/17 13:26:06.06,542,12847.7709,0.466029361,-0.015723147
04/04/17 13:25:55.55,570,,04/04/17 13:26:11.11,534,12848.27996,0.467608226,-0.011245018
04/04/17 13:26:00.00,575,,04/04/17 13:26:16.16,516,12848.77899,0.462331548,-0.014110128
04/04/17 13:26:05.05,556,,04/04/17 13:26:21.21,529,12849.26812,0.465727039,-0.006598295
04/04/17 13:26:10.10,545,,04/04/17 13:26:26.26,522,12849.7683,0.46282683,-0.014290421
04/04/17 13:26:15.15,549,,04/04/17 13:26:31.31,538,12850.26842,0.462524487,-0.010708574
04/04/17 13:26:20.20,567,,04/04/17 13:26:36.36,527,12850.77176,0.462745281,-0.014650272
04/04/17 13:26:25.25,567,,04/04/17 13:26:41.41,556,12851.26679,0.464078365,-0.009638296
04/04/17 13:26:30.30,563,,04/04/17 13:26:46.46,567,12851.77086,0.461216133,-0.012854397
04/04/17 13:26:35.35,556,,04/04/17 13:26:51.51,545,12852.26716,0.461941726,-0.008923339
04/04/17 13:26:40.40,558,,04/04/17 13:26:56.56,555,12852.76841,0.459735911,-0.011785345
04/04/17 13:26:45.45,567,,04/04/17 13:27:01.01,562,12853.27277,0.462151477,-0.010350943
04/04/17 13:26:50.50,552,,04/04/17 13:27:06.06,553,12853.76797,0.459084123,-0.013218287
04/04/17 13:26:55.55,572,,04/04/17 13:27:11.11,566,12854.2681,0.462030131,-0.006953277
04/04/17 13:27:00.00,594,,04/04/17 13:27:16.16,536,12854.77024,0.457626159,-0.011786939
04/04/17 13:27:05.05,579,,04/04/17 13:27:21.21,546,12855.27348,0.461323816,-0.008029087
04/04/17 13:27:10.10,558,,04/04/17 13:27:26.26,544,12855.77051,0.458316239,-0.009992119
04/04/17 13:27:15.15,554,,04/04/17 13:27:31.31,540,12856.27754,0.460877199,-0.006954878
04/04/17 13:27:20.20,561,,04/04/17 13:27:36.36,553,12856.76657,0.458526638,-0.009281914
04/04/17 13:27:25.25,575,,04/04/17 13:27:41.41,557,12857.26969,0.460431425,-0.007132904
04/04/17 13:27:30.30,567,,04/04/17 13:27:46.46,555,12857.77172,0.46025689,-0.008384095
04/04/17 13:27:35.35,567,,04/04/17 13:27:51.51,535,12858.28975,0.462344865,-0.007133097
04/04/17 13:27:40.40,594,,04/04/17 13:27:56.56,535,12859.03081,0.454826267,-0.004808251
04/04/17 13:27:45.45,563,,04/04/17 13:28:01.01,553,12859.55283,0.461694624,-0.006057937
04/04/17 13:27:50.50,556,,04/04/17 13:28:06.06,553,12860.02385,0.462191645,-0.000692922
04/04/17 13:27:55.55,558,,04/04/17 13:28:11.11,570,12860.52104,0.463031632,-0.004985792
04/04/17 13:28:00.00,561,,04/04/17 13:28:11.11,570,12861.03429,0.464966613,0.001632621
04/04/17 13:28:05.05,556,,04/04/17 13:28:16.16,553,12861.52549,0.461631883,-0.003913058
04/04/17 13:28:10.10,591,,04/04/17 13:28:21.21,541,12862.02282,0.465826326,0.001453869
04/04/17 13:28:15.15,584,,04/04/17 13:28:26.26,541,12862.52657,0.464591365,-0.001229203
04/04/17 13:28:15.15,584,,04/04/17 13:28:31.31,524,12863.02391,0.46201189,0.00145372
04/04/17 13:28:20.20,579,,04/04/17 13:28:36.36,541,12863.52613,0.463463738,0.001454388
04/04/17 13:28:25.25,598,,04/04/17 13:28:41.41,546,12864.02722,0.468571598,0.004673859
04/04/17 13:28:30.30,575,,04/04/17 13:28:46.46,546,12864.52142,0.468398019,0.003243651
04/04/17 13:28:35.35,563,,04/04/17 13:28:51.51,557,12865.03776,0.469894852,0.007179017
04/04/17 13:28:40.40,574,,04/04/17 13:28:56.56,564,12865.52215,0.469307721,0.005745539
04/04/17 13:28:45.45,567,,04/04/17 13:29:01.01,557,12866.02347,0.469139377,0.007001133
04/04/17 13:28:50.50,577,,04/04/17 13:29:06.06,548,12866.53457,0.467972949,0.004673909
04/04/17 13:28:55.55,572,,04/04/17 13:29:11.11,541,12867.02775,0.470748168,0.008969418
04/04/17 13:29:00.00,567,,04/04/17 13:29:16.16,541,12867.52295,0.467927539,0.006285597
04/04/17 13:29:05.05,558,,04/04/17 13:29:21.21,533,12868.02715,0.470522083,0.009862638
04/04/17 13:29:10.10,586,,04/04/17 13:29:26.26,544,12868.52243,0.46899744,0.007538472
04/04/17 13:29:15.15,577,,04/04/17 13:29:31.31,548,12869.02954,0.473354348,0.010576487
04/04/17 13:29:20.20,588,,04/04/17 13:29:36.36,548,12869.52257,0.471406542,0.009501253
04/04/17 13:29:25.25,581,,04/04/17 13:29:41.41,541,12870.02962,0.47246066,0.010757046
04/04/17 13:29:30.30,570,,04/04/17 13:29:46.46,555,12870.52277,0.473747355,0.008788869
04/04/17 13:29:35.35,567,,04/04/17 13:29:51.51,564,12871.02393,0.475843992,0.012900993
04/04/17 13:29:40.40,581,,04/04/17 13:29:56.56,553,12871.52602,0.474377995,0.009684703
04/04/17 13:29:45.45,579,,04/04/17 13:30:01.01,557,12872.03808,0.476956439,0.015760208
04/04/17 13:29:50.50,574,,04/04/17 13:30:06.06,568,12872.52423,0.47319391,0.010220834
04/04/17 13:29:55.55,565,,04/04/17 13:30:11.11,561,12873.03329,0.478228546,0.015050779
04/04/17 13:30:00.00,567,,04/04/17 13:30:16.16,568,12873.52234,0.474158831,0.009501585
04/04/17 13:30:05.05,565,,04/04/17 13:30:21.21,553,12874.02637,0.476342254,0.013794
04/04/17 13:30:10.10,563,,04/04/17 13:30:26.26,555,12874.52264,0.472306375,0.011830888
04/04/17 13:30:15.15,574,,04/04/17 13:30:31.31,559,12875.02367,0.477414839,0.013800718
04/04/17 13:30:20.20,574,,04/04/17 13:30:36.36,561,12875.52283,0.475453255,0.010579663
04/04/17 13:30:25.25,567,,04/04/17 13:30:41.41,568,12876.02693,0.477553975,0.015045567
04/04/17 13:30:30.30,561,,04/04/17 13:30:46.46,572,12876.52411,0.475644021,0.010038556
04/04/17 13:30:35.35,577,,04/04/17 13:30:51.51,559,12877.02927,0.478602477,0.016663841
04/04/17 13:30:40.40,552,,04/04/17 13:30:56.56,561,12877.53447,0.476158982,0.013980186
04/04/17 13:30:45.45,538,,04/04/17 13:31:01.01,575,12878.02676,0.480242341,0.014512535
04/04/17 13:30:50.50,549,,04/04/17 13:31:06.06,557,12878.52393,0.476877923,0.010937666
04/04/17 13:30:55.55,565,,04/04/17 13:31:11.11,568,12879.03218,0.480086003,0.015232276
04/04/17 13:31:00.00,561,,04/04/17 13:31:16.16,570,12879.5345,0.477234059,0.010401207
04/04/17 13:31:05.05,567,,04/04/17 13:31:21.21,553,12880.03752,0.484009605,0.015761529
04/04/17 13:31:10.10,572,,04/04/17 13:31:26.26,550,12880.52772,0.47965266,0.010399492
04/04/17 13:31:15.15,570,,04/04/17 13:31:31.31,539,12881.02503,0.482263597,0.012369086
04/04/17 13:31:20.20,595,,04/04/17 13:31:36.36,546,12881.52711,0.47859076,0.008251731
04/04/17 13:31:25.25,572,,04/04/17 13:31:41.41,564,12882.02232,0.482487425,0.011114493
04/04/17 13:31:30.30,581,,04/04/17 13:31:46.46,572,12882.52259,0.479849469,0.013264354
04/04/17 13:31:35.35,572,,04/04/17 13:31:51.51,559,12883.02367,0.482952611,0.012542521
04/04/17 13:31:40.40,563,,04/04/17 13:31:56.56,568,12883.52817,0.481710726,0.012188281
04/04/17 13:31:45.45,570,,04/04/17 13:32:01.01,577,12884.0235,0.485736957,0.012184189
04/04/17 13:31:50.50,561,,04/04/17 13:32:06.06,577,12884.5269,0.480286778,0.012010415
04/04/17 13:31:55.55,586,,04/04/17 13:32:11.11,572,12885.02697,0.484459312,0.008071484
04/04/17 13:32:00.00,577,,04/04/17 13:32:16.16,564,12885.525,0.485131176,0.009324101
04/04/17 13:32:05.05,567,,04/04/17 13:32:21.21,566,12886.03139,0.48488178,0.007181035
04/04/17 13:32:10.10,558,,04/04/17 13:32:26.26,557,12886.52154,0.483859487,0.007538477
04/04/17 13:32:15.15,570,,04/04/17 13:34:26.26,568,12887.04669,0.486329654,0.007716586
04/04/17 13:32:20.20,570,,04/04/17 13:34:31.31,570,12887.52371,0.482905296,0.010935949
04/04/17 13:32:25.25,570,,04/04/17 13:34:36.36,564,12888.03174,0.487831345,0.009147909
04/04/17 13:32:30.30,563,,04/04/17 13:34:41.41,564,12888.52377,0.483160217,0.009504902
04/04/17 13:34:30.30,588,,04/04/17 13:34:46.46,572,12889.0268,0.486762977,0.007716754
04/04/17 13:34:35.35,605,,04/04/17 13:34:51.51,575,12889.52283,0.483237139,0.009858924
04/04/17 13:34:40.40,600,,04/04/17 13:34:56.56,546,12890.02399,0.484970308,0.003063439
04/04/17 13:34:45.45,588,,04/04/17 13:35:01.01,498,12890.52201,0.483488509,0.007534564
04/04/17 13:34:50.50,588,,04/04/17 13:35:06.06,447,12891.02212,0.486494011,0.005390305
04/04/17 13:34:55.55,541,,04/04/17 13:35:11.11,419,12891.52819,0.48400863,0.010759231
04/04/17 13:35:00.00,505,,04/04/17 13:35:16.16,397,12892.02437,0.486609525,0.003957588
04/04/17 13:35:05.05,455,,04/04/17 13:35:21.21,361,12892.52153,0.483409354,0.008075197
04/04/17 13:35:10.10,407,,04/04/17 13:35:26.26,333,12893.03486,0.48653515,0.006104216
04/04/17 13:35:15.15,376,,04/04/17 13:35:31.31,294,12893.52891,0.482767781,0.007716148
04/04/17 13:35:20.20,317,,04/04/17 13:35:36.36,283,12894.03494,0.485609665,0.005208979
04/04/17 13:35:25.25,287,,04/04/17 13:35:41.41,255,12894.52397,0.481975089,0.006644494
04/04/17 13:35:30.30,266,,04/04/17 13:35:46.46,243,12895.03,0.485880825,0.002885727
04/04/17 13:35:35.35,239,,04/04/17 13:35:51.51,216,12895.52209,0.485507488,0.005209203
04/04/17 13:35:40.40,213,,04/04/17 13:35:56.56,214,12896.02432,0.486973274,0.000917085
04/04/17 13:35:45.45,193,,04/04/17 13:36:01.01,188,12896.53346,0.482347709,0.003243597
04/04/17 13:35:50.50,157,,04/04/17 13:36:06.06,183,12897.02569,0.48612428,0.000738253
04/04/17 13:35:55.55,159,,04/04/17 13:36:11.11,173,12897.52393,0.485633887,0.003959494
04/04/17 13:36:00.00,148,,04/04/17 13:36:16.16,164,12898.02204,0.481111283,-0.000513736
04/04/17 13:36:05.05,141,,04/04/17 13:36:21.21,159,12898.52509,0.480504445,0.003064377
04/04/17 13:36:10.10,118,,04/04/17 13:36:26.26,159,12899.02817,0.478626012,-0.002302049
04/04/17 13:36:15.15,120,,04/04/17 13:36:31.31,143,12899.53127,0.483060554,2.28334E-05
04/04/17 13:36:20.20,177,,04/04/17 13:36:36.36,133,12900.02647,0.480203455,-0.003376252
04/04/17 13:36:25.25,315,,04/04/17 13:36:41.41,128,12900.52165,0.48472489,0.000201698
04/04/17 13:36:30.30,558,,04/04/17 13:36:41.41,128,12901.0289,0.482596688,-0.005880969
04/04/17 13:36:35.35,856,,04/04/17 13:36:46.46,128,12901.53004,0.485383267,-0.002123528
04/04/17 13:36:40.40,1188,,04/04/17 13:36:51.51,149,12902.02624,0.481890151,-0.005523716
04/04/17 13:36:45.45,1505,,04/04/17 13:36:56.56,156,12902.5225,0.484572714,-0.003733666
04/04/17 13:36:45.45,1505,,04/04/17 13:37:01.01,156,12903.02562,0.478360027,-0.008565351
04/04/17 13:36:50.50,1777,,04/04/17 13:37:06.06,216,12903.52269,0.48183664,-0.004271314
04/04/17 13:36:55.55,2002,,04/04/17 13:37:11.11,223,12904.02679,0.483171503,-0.007490711
04/04/17 13:37:00.00,2194,,04/04/17 13:37:16.16,246,12904.52396,0.481498197,-0.008383233
04/04/17 13:37:05.05,2408,,04/04/17 13:37:21.21,283,12905.02409,0.48170984,-0.006236935
04/04/17 13:37:10.10,2598,,04/04/17 13:37:26.26,316,12905.52414,0.484407888,-0.005522565
04/04/17 13:37:15.15,2746,,04/04/17 13:37:31.31,342,12906.0223,0.482801604,-0.010707995
04/04/17 13:37:20.20,2874,,04/04/17 13:37:36.36,371,12906.52541,0.484534801,-0.006597526
04/04/17 13:37:25.25,2959,,04/04/17 13:37:41.41,392,12907.02472,0.481163663,-0.01035119
04/04/17 13:37:30.30,2996,,04/04/17 13:37:46.46,422,12907.5239,0.486010212,-0.006954974
04/04/17 13:37:35.35,3068,,04/04/17 13:37:51.51,446,12908.02702,0.481711417,-0.011962347
04/04/17 13:37:40.40,3137,,04/04/17 13:37:56.56,464,12908.52105,0.484034417,-0.008383935
04/04/17 13:37:45.45,3191,,04/04/17 13:38:01.01,473,12909.0271,0.483809077,-0.010349823
04/04/17 13:37:50.50,3218,,04/04/17 13:38:06.06,496,12909.52711,0.485225016,-0.008025047
04/04/17 13:37:55.55,3229,,04/04/17 13:38:11.11,509,12910.02514,0.481704718,-0.012683166
04/04/17 13:38:00.00,3283,,04/04/17 13:38:16.16,541,12910.52817,0.487881795,-0.008740372
04/04/17 13:38:05.05,3328,,04/04/17 13:38:21.21,548,12911.0272,0.482286129,-0.011608569
04/04/17 13:38:10.10,3345,,04/04/17 13:38:26.26,577,12911.53223,0.48569457,-0.00892288
