6.7978e+06,-4.326e+04,112.63,-0.13637,6.6918e-05
-4.3658e+03,33.959,0,0,-2.1367e-08
1.5573,0,0,0,1.5467e-11
0,0,-4.911e-09,0,0
0,0,0,0,0
