0,327.29
1,328.24
2,329.19
3,330.14
4,331.09
5,332.06
6,333.03
7,334
8,334.97
9,335.94
10,336.91
11,337.87
12,338.84
13,339.83
14,340.84
15,341.85
16,342.85
17,343.82
18,344.76
19,345.63
20,346.45
21,347.22
22,347.96
23,348.68
24,349.37
25,350.04
26,350.71
27,351.38
28,352.04
29,352.72
30,353.4
31,354.09
32,354.78
33,355.46
34,356.14
35,356.82
36,357.5
37,358.18
38,358.86
39,359.54
40,360.21
41,360.89
42,361.57
43,362.25
44,362.93
45,363.61
46,364.29
47,364.97
48,365.64
49,366.32
50,367
51,367.68
52,368.36
53,369.04
54,369.72
55,370.41
56,371.09
57,371.77
58,372.45
59,373.13
60,373.81
61,374.5
62,375.18
63,375.88
64,376.62
65,377.38
66,378.15
67,378.91
68,379.65
69,380.36
70,381.02
71,381.62
72,382.14
73,382.57
74,382.98
75,383.39
76,383.8
77,384.19
78,384.55
79,384.89
80,385.19
81,385.45
82,385.66
83,385.81
84,385.9
85,385.91
86,385.82
87,385.62
88,385.34
89,384.97
90,384.53
91,384.03
92,383.48
93,382.9
94,382.3
95,381.68
96,381.06
97,380.46
98,379.87
99,379.33
100,378.82
101,378.36
102,377.89
103,377.43
104,376.96
105,376.5
106,376.03
107,375.57
108,375.1
109,374.64
110,374.17
111,373.71
112,373.24
113,372.78
114,372.31
115,371.85
116,371.38
117,370.92
118,370.46
119,369.99
120,369.53
121,369.07
122,368.61
123,368.15
124,367.68
125,367.22
126,366.76
127,366.29
128,365.83
129,365.36
130,364.89
131,364.42
132,363.96
133,363.49
134,363.03
135,362.56
136,362.1
137,361.64
138,361.17
139,360.7
140,360.23
141,359.76
142,359.28
143,358.8
144,358.31
145,357.81
146,357.3
147,356.79
148,356.26
149,355.72
150,355.18
151,354.63
152,354.07
153,353.51
154,352.94
155,352.38
156,351.81
157,351.25
158,350.68
159,350.13
160,349.57
161,349.02
162,348.47
163,347.92
164,347.36
165,346.81
166,346.26
167,345.71
168,345.15
169,344.6
170,344.05
171,343.49
172,342.94
173,342.39
174,341.83
175,341.28
176,340.73
177,340.17
178,339.62
179,339.07
180,338.51
181,337.96
182,337.4
183,336.85
184,336.29
185,335.74
186,335.18
187,334.63
188,334.07
189,333.52
190,332.96
191,332.41
192,331.85
193,331.3
194,330.74
195,330.18
196,329.62
197,329.06
198,328.5
199,327.93
200,327.36
201,326.79
202,326.22
203,325.64
204,325.07
205,324.49
206,323.92
207,323.34
208,322.76
209,322.19
210,321.61
211,321.04
212,320.46
213,319.89
214,319.32
215,318.75
216,318.18
217,317.61
218,317.03
219,316.46
220,315.89
221,315.32
222,314.74
223,314.17
224,313.6
225,313.02
226,312.44
227,311.87
228,311.29
229,310.71
230,310.13
231,309.56
232,308.98
233,308.39
234,307.81
235,307.23
236,306.65
237,306.06
238,305.47
239,304.88
240,304.29
241,303.7
242,303.11
243,302.52
244,301.92
245,301.33
246,300.74
247,300.14
248,299.55
249,298.96
250,298.36
251,297.77
252,297.18
253,296.58
254,295.99
255,295.4
256,294.8
257,294.21
258,293.62
259,293.02
260,292.43
261,291.84
262,291.25
263,290.67
264,290.1
265,289.53
266,288.96
267,288.39
268,287.81
269,287.22
270,286.63
271,286.02
272,285.39
273,284.75
274,284.08
275,283.38
276,282.67
277,281.94
278,281.19
279,280.43
280,279.67
281,278.91
282,278.15
283,277.4
284,276.65
285,275.9
286,275.15
287,274.4
288,273.64
289,272.88
290,272.12
291,271.36
292,270.61
293,269.85
294,269.05
295,268.23
296,267.38
297,266.54
298,265.71
299,264.92
300,264.18
301,263.51
302,262.93
303,262.43
304,261.97
305,261.54
306,261.13
307,260.74
308,260.37
309,260.01
310,259.68
311,259.35
312,259.04
313,258.74
314,258.44
315,258.15
316,257.86
317,257.57
318,257.28
319,256.99
320,256.69
321,256.38
322,256.07
323,255.74
324,255.41
325,255.08
326,254.75
327,254.41
328,254.08
329,253.76
330,253.43
331,253.1
332,252.77
333,252.44
334,252.11
335,251.79
336,251.46
337,251.13
338,250.8
339,250.48
340,250.15
341,249.82
342,249.49
343,249.17
344,248.84
345,248.5
346,248.14
347,247.75
348,247.35
349,246.93
350,246.5
351,246.06
352,245.62
353,245.19
354,244.76
355,244.34
356,243.94
357,243.56
358,243.2
359,242.88
360,242.58
361,242.33
362,242.11
363,241.94
364,241.83
365,241.76
366,241.76
367,241.79
368,241.85
369,241.94
370,242.06
371,242.21
372,242.38
373,242.57
374,242.77
375,243
376,243.25
377,243.5
378,243.77
379,244.05
380,244.34
381,244.63
382,244.93
383,245.23
384,245.54
385,245.84
386,246.13
387,246.43
388,246.71
389,246.99
390,247.26
391,247.51
392,247.76
393,248
394,248.26
395,248.51
396,248.77
397,249.04
398,249.31
399,249.58
400,249.85
401,250.12
402,250.39
403,250.67
404,250.94
405,251.22
406,251.49
407,251.76
408,252.03
409,252.3
410,252.56
411,252.82
412,253.08
413,253.33
414,253.58
415,253.82
416,254.06
417,254.29
418,254.52
419,254.74
420,254.96
421,255.18
422,255.4
423,255.61
424,255.82
425,256.03
426,256.24
427,256.45
428,256.65
429,256.85
430,257.06
431,257.26
432,257.45
433,257.65
434,257.84
435,258.04
436,258.23
437,258.42
438,258.61
